INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20400094	2	4	0	94	Medicine2_11	BÕch dßþc	BÕch dßþc, là 1 loÕi thu¯c cüa thu¯c b¡c, bµt màu tr¡ng, có th¬ chæa b®nh chäy máu, tr§t ðä và t±n thß½ng, thß½ng ph¦m cüa thành th¸.	18	21000	5250	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	4	0	2000	-1	0
20400095	2	4	0	95	Merchandise1_12	Thäo t¸ch	Thäo t¸ch dùng cành cö có ðµ dëo và m«m ð¬ b®n thành chiªu, thß½ng ph¦m cüa thành th¸.	8	7500	1875	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	4	0	2000	-1	0
20400096	2	4	0	96	Meet_1	Dß½ng nhøc	Dß½ng nhøc v¸ ng÷t, ¤m, không ðµc, b°i b± m®t möi do lao ðµng, khÑ hàn, b°i b± khí huyªt: ích th§n khí, b± hình suy, khai v¸ ki®n lñc; b± ích sän phø, thông nhû tr¸ ðái, trþ nguyên dß½ng, ích tinh huyªt, thß½ng ph¦m cüa thành th¸.	9	10500	2625	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	4	0	2000	-1	0
20400097	2	4	0	97	Herbal1_13	Ma cô	Ma cô ph¥n l¾n dùng ð¬ làm thu¯c, ho£c dùng ð¬ n¤u ån, thß½ng ph¦m cüa thành th¸.	11	10000	2500	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	4	0	2000	-1	0
20400098	2	4	0	98	TaskTools5_6	Phong m§t	Phong m§t, là d¸ch th¬ do ong l¤y t× hoa ho£c thñc v§t, v¸ ng÷t, thß½ng ph¦m cüa thành th¸.	12	14000	3500	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	4	0	2000	-1	0
20400099	2	4	0	99	OtherTools1_5	Hà sáo m§t qua	Hà sáo m§t qua còn có tên là Thiên hÕ ð® nh¤t qua, hình dáng thon tròn, th¸t giòn nß¾c nhi«u, v¸ cñc ng÷t, có mùi v¸ n°ng gi¯ng nhß lê, táo, chu¯i th½m và ðào m§t, hß½ng th½m v¸ ng÷t, là trân ph¦m trong các loÕi dßa, thß½ng ph¦m cüa thành th¸.	14	12500	3125	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	4	0	2000	-1	0
20400100	2	4	0	100	Merchandise1_10	Phát thái	Phát thái, hình dáng gi¯ng nhß tóc r¯i, màu ðen nhánh, vì v§y m¾i có tên là "Phát thái", là 1 loÕi thñc ph¦m cñc kÏ quý hiªm. Vì phát thái cùng âm ð÷c v¾i "Phát tài", vì v§y r¤t ðßþc m÷i ngß½i ßa thích, có th¬ dùng làm thu¯c, thß½ng ph¦m cüa thành th¸.	15	17500	4375	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400101	2	4	0	101	Merchandise1_10	Nhøc Thung Dung	Nhøc Thung Dung, tên g÷i khác là ÐÕi vân, th¯n vân, tính ¤m, v¸ ð¡ng, m£n, b± th§n dß½ng, ích tinh huyªt, nhu§n trß¶ng thông ti®n, thß½ng ph¦m cüa thành th¸.	17	15000	3750	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400102	2	4	0	102	Ride1_1	Dã Mã	Dã Mã còn có tên là ngña hoang Mông C±, ngña hoang ph± th¸, s¯ng · vùng thäo nguyên, khßu lång và sa mÕc, s¯ng thành b¥y, di chuy¬n vào ban ngày, không s¯ng · mµt n½i c¯ ð¸nh, cäm quan nhanh nhÕy, tính cänh giác cao, hoang dÕi, có th¬ ch¸u ðßþc ðói khát, chÕy r¤t nhanh, chü yªu ån cö dÕi và rêu xanh, thß½ng ph¦m cüa thành th¸.	18	21000	5250	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400103	2	4	0	103	Medicine2_2	Cäm Lãm	Cäm lãm là mµt loÕi thñc ph¦m, dinh dßÞng cao, v¸ ngon, th½m v×a mi®ng, th½m lâu, thß½ng ph¦m cüa thành th¸.	11	10000	2500	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400104	2	4	0	104	Herbal1_10	Ba La	Ba La còn g÷i là Phøng Lê, thuµc loÕi hoa quä, ch¤t lßþng cüa quä th½m ngon, dinh dßÞng phong phú, thß½ng ph¦m cüa thành th¸.	12	14000	3500	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400105	2	4	0	105	Amulet1_5	Hß½ng Bao	Hß½ng Bao, tên c± g÷i là Hß½ng nang, bµi duy, hà bao, nó ðßþc làm t× løa màu trên ðó ðßþc thêu r¤t nhi«u nµi hàm c± xßa th¥n kÏ b¢ng chï màu và nhæng hoa vån trang trí bác ðÕi tinh thâm, ðßþc may thành nhi«u hình dáng kÏ lÕ, nhæng túi thêu nhö có hình dáng to nhö khác nhau, bên trong có ð¬ r¤t nhi«u mÕt nhö ðßþc nghi«n ra t× thu¯c b¡c có mùi th½m n°ng và mÕnh, có th¬ làm v§t chúc m×ng trong các d¸p l­ tªt, là ð° ch½i có th¬ thß·ng thÑc và có ích cho cuµc s¯ng, thß½ng ph¦m cüa thành th¸.	14	12500	3125	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400106	2	4	0	106	Medicine3_14	Ð§u Th¸	Ð§u Th¸ là loÕi thñc ph¦m sØ døng ð§u nành và ð§u ðen n¤u chín ð¬ lên men, thß½ng ph¦m cüa thành th¸.	15	17500	4375	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400107	2	4	0	107	Merchandise2_15	Ðoan Nghiên	Ðoan nghi­n, Cñc ph¦m "Vån phòng tÑ bäo" có ngu°n t× Trung Qu¯c, nó có l¸ch sæ lâu nåm, ðiêu kh¡c Tinh mÛ, 1 trong nhæng tÑ ðÕi danh nghi­n cüa Trung Qu¯c. Thành th¸ thß½ng ph¦m.	17	15000	3750	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400108	2	4	0	108	Herbal1_5	La Hán Quä	La hán quä, truy«n th¯ng trung dßþc, giá tr¸ dinh dßÞng cao, có th¬ thanh nhi®t giäi ðµc, tr¸ 1 s¯ b®nh nhß, cäm lÕnh, nhÑc ð¥u vv.... Thß½ng ph¦m cüa thành th¸.	18	21000	5250	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400109	2	4	0	109	Food_9	M­ Tuyªn	M­ Tuyªn là thñc ph¦m lâu ð¶i, trong sách n¤u ån c± <<Thñc ThÑ>>> có ghi chép M­ Tuyªn là "Xán", ðã ðßþc làm khô, trong v¡t có màu sáng, nhö gi¯ng nhß sþi t½, có th¬ dùng ð¬ t£ng cho m÷i ngß¶i, thß½ng ph¦m cüa thành th¸.	14	12500	3125	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400110	2	4	0	110	Food_9	Nhî ty	Nh¸ ty, dùng gÕo ð¬ làm nguyên li®u, có truy«n th¯ng công ngh® Tinh chÑc làm thành ra. Có ch¤t dinh dßÞng, Thành th¸ thß½ng ph¦m.	15	17500	4375	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400111	2	4	0	111	PetFood_1	Thiên Ma	Thiên ma, còn g÷i là xích ti­n, ð¸nh phong thäo, thuÖ dß½ng vu, có th¬ chª làm thu¯c, tính cay, ¤m, không ðµc, có th¬ tiêu th¯ng tiêu sßng, xu¯ng máu cho chi dß¾i, trþ dß½ng khí b± ngû lao th¤t thß½ng, thông huyªt mÕch, khai khiªu, thß½ng ph¦m cüa thành th¸.	14	12500	3125	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400112	2	4	0	112	PetFood_1	B¤t lão thäo	B¤t niên thäo, tên y h÷c g÷i là Thäo thung dung, loÕi thñc v§t r¤t ðßþc ßa thích, tác døng cüa nó ðßþc nhi«u ngß¶i trên thiên hÕ g÷i là dßþc ph¦m cao quý, gia tång cß¶ng th¬, diên niên ít th÷, ð£c biªt còn có th¬ trß¶ng sinh b¤t läo, nên m¾i g÷i nó là "B¤t niên thäo", thành th¸ thß½ng ph¦m.	15	17500	4375	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400113	2	4	0	113	MakeMaterial7_1	Lµc Nhung	Lµc nhung, trung dßþc ðßþc thß¶ng dùng nh¤t, "Th¥n nông b±n thäo kinh" li®t là trung ph¦m dßþc, thành th¸ thß½ng ph¦m.	17	15000	3750	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400114	2	4	0	114	MakeMaterial7_1	H± c¯t	H± c¯t, Trung dßþc ðßþc thß¶ng dùng, "Th¥n nông b±n thäo kinh" li®t là thßþng ph¦m dßþc, r¤t khó l¤y ðßþc, thành th¸ thß½ng ph¦m.	18	21000	5250	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400115	2	4	0	115	Herbal1_10	Da TØ	Da TØ hình dáng gi¯ng quä dßa h¤u, vö ngoài möng, có màu xanh nhÕt, l¾p vö giæa d¥y, vö bên trong ch¡c gi¯ng nhß s×ng; ruµt r²ng có mµt lßþng l¾n c¯t d×a, khi chín, bên trong r¤t nhi«u nß¾c, trong nhß nß¾c, ng÷t nhß m§t, trong v¡t, là loÕi thñc ph¦m dùng ð¬ giä khát vô cùng tuy®t v¶i, thß½ng ph¦m cüa thành th¸.	11	10000	2500	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400116	2	4	0	116	Food2_7	L® Chi	L® chi, s¡c, thß½ng, mùi v¸ th½m, t×ng g÷i là "Quä vß½ng", cûng có th¬ làm dßþc, thành th¸ thß½ng ph¦m.	12	14000	3500	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400117	2	4	0	117	Hat2_9	Ngßu Giác Ðiêu	Ngßu giác ðiêu, l¤y s×ng bò làm nguyên li®u chính, loÕi s×ng này có màu s¡c phong phú, trong nhß ng÷c, h½n næa không d­ b¸ hß t±n, có th¬ chª thành trang sÑc, dùng ð¬ th¬ hi®n thân ph§n, thß½ng ph¦m cüa thành th¸.	14	12500	3125	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400118	2	4	0	118	Merchandise1_10	Kh± Ðinh Trà	Kh± Ðinh Trà, có th¬ dùng ð¬ làm thu¯c, cån cÑ theo ghi chép cüa <<Bän thäo cß½ng møc>>, có tác døng tán phong nhi®t, tïnh táo sáng m¡t, có th¬ giäi khát, tiêu hóa t¯t l¤y lÕi tinh th¥n, tiêu viêm giäi ðµc, hÕ huyªt áp và giäm mÞ trong máu, thß½ng ph¦m cüa thành th¸.	15	17500	4375	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400119	2	4	0	119	OtherTools2_8	Thüy tinh	Thüy tinh, có linh tính, có th¬ mang lÕi cho chúng ta v§n may, cûng có th¬ giúp chúng ta loÕi bö sñ ðen ðüi, ð¸nh v¸ pháp bäo linh ðµng cüa thÕch trung tinh linh, nó ðã không ng×ng h¤p thu tinh hoa cüa nh§t nguy®t thiên ð¸a trong m¤y chøc tri®u nåm qua, có nång lßþng khí trß¶ng siêu cß¶ng, có mµt sÑc mÕnh th¥n kÏ kiªn ngß¶i khác khó có th¬ tin ðßþc, thß½ng ph¦m cüa thành th¸.	18	21000	5250	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20400120	2	4	0	120	Necklace3_12	Ngân sÑc	Ngân sÑc là trang sÑc, giàu phong cách dân tµc và truy«n th¯ng ð£c s¡c cüa dân tµc, thiªt kª ð©p m¡t, chª tác tinh xäo, thß½ng ph¦m cüa thành th¸.	17	15000	3750	14	250	-1	-1	1	-1	-1	-1	-1	Thß½ng Ph¦m	5	0	2000	-1	0
20500000	2	5	0	0	Merchandise5_2	Tinh Thiªt Toái Phiªn	Mänh vøn cüa tinh thiªt, #r c¥n thiªt thu th§p ðü #G 5 cái #W tÕi #G LÕc Dß½ng [179,182] #R tìm Bành Hoài Ng÷c #W có th¬ hþp thành ra #Y Tinh Thiªt c¤p 1 #W.	1	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	1	0	2005	-1	1
20500001	2	5	0	1	Ore_15	Tinh thiªt c¤p 1	Mµt loÕi nguyên li®u ðúc ð£c thù, sØ døng khi tinh luy®n vû khí. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Luy®n. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Tinh Thiªt c¤p 2. 	1	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	2	0	2005	0	1
20500002	2	5	0	2	Ore_15	Tinh Thiªt c¤p 2	Mµt loÕi nguyên li®u ðúc ð£c thù, sØ døng khi tinh luy®n vû khí. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Luy®n. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Tinh Thiªt c¤p 3. 	2	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	3	0	2005	0	1
20500003	2	5	0	3	Ore_15	Tinh Thiªt c¤p 3	Mµt loÕi nguyên li®u ðúc ð£c thù, sØ døng khi tinh luy®n vû khí. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Luy®n. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Tinh Thiªt c¤p 4. 	3	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	4	0	2005	0	1
20500004	2	5	0	4	Ore_15	Tinh Thiªt c¤p 4	1 loÕi nguyên li®u ðúc ð£c bi®t, dùng ð¬ tinh luy®n Vû khí. #Rtìm Chª tÕo tông sß Châu Phong · Tô Châu [270,153]#W có th¬ h÷c ðßþc kÛ nång Tinh luy®n.	4	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	5	0	2005	0	1
20500005	2	5	0	5	Ore_15	Tinh Thiªt c¤p 5	Mµt loÕi nguyên li®u ðúc ð£c thù, sØ døng khi tinh luy®n vû khí. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Luy®n. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Tinh Thiªt c¤p 6. 	5	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	6	0	2005	0	1
20500006	2	5	0	6	Ore_15	Tinh Thiªt c¤p 6	Mµt loÕi nguyên li®u ðúc ð£c thù, sØ døng khi tinh luy®n vû khí. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Luy®n. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Tinh Thiªt c¤p 7	6	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	7	0	2005	0	1
20500007	2	5	0	7	Ore_15	Tinh Thiªt c¤p 7	Mµt loÕi nguyên li®u ðúc ð£c thù, sØ døng khi tinh luy®n vû khí. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Luy®n. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Tinh Thiªt c¤p 8	7	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	8	0	2005	0	1
20500008	2	5	0	8	Ore_15	Tinh Thiªt c¤p 8	Mµt loÕi nguyên li®u ðúc ð£c thù, sØ døng khi tinh luy®n vû khí. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Luy®n. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Tinh Thiªt c¤p 9. 	8	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	9	0	2005	0	1
20501000	2	5	1	0	Merchandise5_3	Miªng väi bông vøn	Miªng väi bông vøng, #r c¥n thiªt thu th§p ðü #G 5 cái #W tÕi #G LÕc Dß½ng [179,182] #R tìm Bành Hoài Ng÷c #W có th¬ hþp thành ra #Y Väi bông c¤p 1 #W.	1	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	1	0	2005	-1	1
20501001	2	5	1	1	Ore_14	Väi bông c¤p 1	Mµt loÕi nguyên li®u may m£c ð£c thù, sØ døng khi tinh chª phòng cø. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Chª. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Miên B¯ c¤p 2	1	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	2	0	2005	1	1
20501002	2	5	1	2	Ore_14	Väi bông c¤p 2	Mµt loÕi nguyên li®u may m£c ð£c thù, sØ døng khi tinh chª phòng cø. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Chª. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Miên B¯ c¤p 3	2	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	3	0	2005	1	1
20501003	2	5	1	3	Ore_14	Väi bông c¤p 3	Mµt loÕi nguyên li®u may m£c ð£c thù, sØ døng khi tinh chª phòng cø. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Chª. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Miên B¯ c¤p 4	3	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	4	0	2005	1	1
20501004	2	5	1	4	Ore_14	Väi bông c¤p 4	1 loÕi nguyên li®u may m£c ð£c bi®t, dùng ð¬ tinh luy®n Phòng cø. #Rtìm Chª tÕo tông sß Châu Phong · Tô Châu [270,153]#W có th¬ h÷c ðßþc kÛ nång Tinh chª.	4	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	5	0	2005	1	1
20501005	2	5	1	5	Ore_14	Väi bông c¤p 5	Mµt loÕi nguyên li®u may m£c ð£c thù, sØ døng khi tinh chª phòng cø. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Chª. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Miên B¯ c¤p 6	5	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	6	0	2005	1	1
20501006	2	5	1	6	Ore_14	Väi bông c¤p 6	Mµt loÕi nguyên li®u may m£c ð£c thù, sØ døng khi tinh chª phòng cø. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Chª. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Miên B¯ c¤p 7	6	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	7	0	2005	1	1
20501007	2	5	1	7	Ore_14	Väi bông c¤p 7	Mµt loÕi nguyên li®u may m£c ð£c thù, sØ døng khi tinh chª phòng cø. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Chª. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành c¤p 8Miên B¯	7	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	8	0	2005	1	1
20501008	2	5	1	8	Ore_14	Väi bông c¤p 8	Mµt loÕi nguyên li®u may m£c ð£c thù, sØ døng khi tinh chª phòng cø. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Chª. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Miên B¯ c¤p 9	8	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	9	0	2005	1	1
20502000	2	5	2	0	Merchandise5_1	Bí ngân toái phiªn	Bí ngân toái phiªn, #r c¥n thiªt thu th§p ðü #G 5 cái #W tÕi #G LÕc Dß½ng [179,182] #R tìm Bành Hoài Ng÷c #W có th¬ hþp thành ra #Y Bí ngân c¤p 1 #W.	1	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	1	0	2005	-1	1
20502001	2	5	2	1	Ore_13	Bí ngân c¤p 1	Mµt loÕi nguyên li®u công ngh® ð£c thù, sØ døng khi tinh công ð° trang sÑc. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Công. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Bí Ngân c¤p 2	1	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	2	0	2005	2	1
20502002	2	5	2	2	Ore_13	Bí ngân c¤p 2	Mµt loÕi nguyên li®u công ngh® ð£c thù, sØ døng khi tinh công ð° trang sÑc. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Công. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Bí Ngân c¤p 3	2	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	3	0	2005	2	1
20502003	2	5	2	3	Ore_13	Bí ngân c¤p 3	Mµt loÕi nguyên li®u công ngh® ð£c thù, sØ døng khi tinh công ð° trang sÑc. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Công. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Bí Ngân c¤p 4	3	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	4	0	2005	2	1
20502004	2	5	2	4	Ore_13	Bí ngân c¤p 4	1 loÕi nguyên li®u công ngh® ð£c bi®t, dùng ð¬ tinh luy®n Trang sÑc. #Rtìm Chª tÕo tông sß Châu Phong · Tô Châu [270,153]#W có th¬ h÷c ðßþc kÛ nång Tinh công.	4	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	5	0	2005	2	1
20502005	2	5	2	5	Ore_13	Bí ngân c¤p 5	Mµt loÕi nguyên li®u công ngh® ð£c thù, sØ døng khi tinh công ð° trang sÑc. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Công. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Bí Ngân c¤p 6	5	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	6	0	2005	2	1
20502006	2	5	2	6	Ore_13	Bí ngân c¤p 6	Mµt loÕi nguyên li®u công ngh® ð£c thù, sØ døng khi tinh công ð° trang sÑc. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Công. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Bí Ngân c¤p 7	6	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	7	0	2005	2	1
20502007	2	5	2	7	Ore_13	Bí ngân c¤p 7	Mµt loÕi nguyên li®u công ngh® ð£c thù, sØ døng khi tinh công ð° trang sÑc. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Công. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Bí Ngân c¤p 8	7	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	8	0	2005	2	1
20502008	2	5	2	8	Ore_13	Bí ngân c¤p 8	Mµt loÕi nguyên li®u công ngh® ð£c thù, sØ døng khi tinh công ð° trang sÑc. #rTìm sß phø #R Chu Phong [270, 153] #W · LÕc Dß½ng có th¬ h÷c kÛ nång Tinh Công. #r#GThu th§p ðü 5 cái có th¬ ðªn ch² Bäo ThÕch Công Tßþng - Bành Hoài Ng÷c [179, 182] · thành LÕc Dß½ng ð¬ hþp thành Bí Ngân c¤p 9	8	4	1	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	9	0	2005	2	1
20502009	2	5	2	9	CommonLiveSkill_8	Hoàng chï	Gi¤y vàng thông thß¶ng, nguyên li®u không th¬ thiªu khi chª tÕo phù vån.#rSau khi ðªn ch² #RTrß½ng Linh Quân #GÐÕi Lý [53,211]#W h÷c kÛ nång #GChï Xích Thiên Nhai#W, có th¬ chª tÕo #YÐ¸nh V¸ Phù#W.	1	900	200	4	250	-1	-1	1	-1	-1	-1	-1	V§t li®u ð£c thù	1	0	2000	-1	0
