INT	INT	INT	INT	INT	INT
7894	7894	-1	-1	800000	0
7895	7895	-1	-1	800000	0
7896	7896	-1	-1	800000	0
7899	7899	-1	-1	800000	0
7901	7901	25091	25092	990000	0
7902	7902	25091	25092	990000	0
7903	7903	25091	25092	990000	0
7904	7904	25091	25092	990000	0
7905	7905	25091	25092	990000	0
7906	7906	25091	25092	990000	0
7907	7907	25091	25092	990000	0
7909	7909	25091	25092	990000	0
7911	7911	25421	25422	990000	0
7912	7912	25421	25422	990000	0
7913	7913	25421	25422	990000	0
7914	7914	25421	25422	990000	0
7915	7915	25421	25422	990000	0
7916	7916	25421	25422	990000	0
7917	7917	25421	25422	990000	0
7918	7918	25421	25422	990000	0
7919	7919	25421	25422	990000	0
7921	7921	-1	-1	100000	0
7922	7922	-1	-1	100000	0
7929	7929	-1	-1	100000	0
7931	7931	-1	-1	500000	0
7932	7932	-1	-1	500000	0
7933	7933	-1	-1	500000	0
7939	7939	-1	-1	500000	0
7941	7941	-1	-1	600000	0
7942	7942	-1	-1	600000	0
7943	7943	-1	-1	600000	0
7944	7944	-1	-1	600000	0
7949	7949	-1	-1	600000	0
7951	7951	-1	-1	700000	0
7952	7952	-1	-1	700000	0
7953	7953	-1	-1	700000	0
7954	7954	-1	-1	700000	0
7955	7955	-1	-1	700000	0
7959	7959	-1	-1	700000	0
7961	7961	-1	-1	800000	0
7962	7962	-1	-1	800000	0
7963	7963	-1	-1	800000	0
7964	7964	-1	-1	800000	0
7965	7965	-1	-1	800000	0
7966	7966	-1	-1	800000	0
7969	7969	-1	-1	800000	0
7971	7971	25101	25102	990000	0
7972	7972	25101	25102	990000	0
7973	7973	25101	25102	990000	0
7974	7974	25101	25102	990000	0
7975	7975	25101	25102	990000	0
7976	7976	25101	25102	990000	0
7977	7977	25101	25102	990000	0
7979	7979	25101	25102	990000	0
7981	7981	25431	25432	990000	0
7982	7982	25431	25432	990000	0
7983	7983	25431	25432	990000	0
7984	7984	25431	25432	990000	0
7985	7985	25431	25432	990000	0
7986	7986	25431	25432	990000	0
7987	7987	25431	25432	990000	0
7988	7988	25431	25432	990000	0
7989	7989	25431	25432	990000	0
7991	7991	-1	-1	100000	0
7992	7992	-1	-1	100000	0
7999	7999	-1	-1	100000	0
8001	8001	-1	-1	500000	0
8002	8002	-1	-1	500000	0
8003	8003	-1	-1	500000	0
8009	8009	-1	-1	500000	0
8011	8011	-1	-1	600000	0
8012	8012	-1	-1	600000	0
8013	8013	-1	-1	600000	0
8014	8014	-1	-1	600000	0
8019	8019	-1	-1	600000	0
8021	8021	-1	-1	700000	0
8022	8022	-1	-1	700000	0
8023	8023	-1	-1	700000	0
8024	8024	-1	-1	700000	0
8025	8025	-1	-1	700000	0
8029	8029	-1	-1	700000	0
8031	8031	-1	-1	800000	0
8032	8032	-1	-1	800000	0
8033	8033	-1	-1	800000	0
8034	8034	-1	-1	800000	0
8035	8035	-1	-1	800000	0
8036	8036	-1	-1	800000	0
8039	8039	-1	-1	800000	0
8041	8041	25111	25112	990000	0
8042	8042	25111	25112	990000	0
8043	8043	25111	25112	990000	0
8044	8044	25111	25112	990000	0
8045	8045	25111	25112	990000	0
8046	8046	25111	25112	990000	0
8047	8047	25111	25112	990000	0
8049	8049	25111	25112	990000	0
8051	8051	25441	25442	990000	0
8052	8052	25441	25442	990000	0
8053	8053	25441	25442	990000	0
8054	8054	25441	25442	990000	0
8055	8055	25441	25442	990000	0
8056	8056	25441	25442	990000	0
8057	8057	25441	25442	990000	0
8058	8058	25441	25442	990000	0
8059	8059	25441	25442	990000	0
8061	8061	-1	-1	100000	0
8062	8062	-1	-1	100000	0
8069	8069	-1	-1	100000	0
8071	8071	-1	-1	500000	0
8072	8072	-1	-1	500000	0
8073	8073	-1	-1	500000	0
8079	8079	-1	-1	500000	0
8081	8081	-1	-1	600000	0
8082	8082	-1	-1	600000	0
8083	8083	-1	-1	600000	0
8084	8084	-1	-1	600000	0
8089	8089	-1	-1	600000	0
8091	8091	-1	-1	700000	0
8092	8092	-1	-1	700000	0
8093	8093	-1	-1	700000	0
8094	8094	-1	-1	700000	0
8095	8095	-1	-1	700000	0
8099	8099	-1	-1	700000	0
8101	8101	-1	-1	800000	0
8102	8102	-1	-1	800000	0
8103	8103	-1	-1	800000	0
8104	8104	-1	-1	800000	0
8105	8105	-1	-1	800000	0
8106	8106	-1	-1	800000	0
8109	8109	-1	-1	800000	0
8111	8111	25121	25122	990000	0
8112	8112	25121	25122	990000	0
8113	8113	25121	25122	990000	0
8114	8114	25121	25122	990000	0
8115	8115	25121	25122	990000	0
8116	8116	25121	25122	990000	0
8117	8117	25121	25122	990000	0
8119	8119	25121	25122	990000	0
8121	8121	25451	25452	990000	0
8122	8122	25451	25452	990000	0
8123	8123	25451	25452	990000	0
8124	8124	25451	25452	990000	0
8125	8125	25451	25452	990000	0
8126	8126	25451	25452	990000	0
8127	8127	25451	25452	990000	0
8128	8128	25451	25452	990000	0
8129	8129	25451	25452	990000	0
8131	8131	-1	-1	100000	0
8132	8132	-1	-1	100000	0
8139	8139	-1	-1	100000	0
8141	8141	-1	-1	500000	0
8142	8142	-1	-1	500000	0
8143	8143	-1	-1	500000	0
8149	8149	-1	-1	500000	0
8151	8151	-1	-1	600000	0
8152	8152	-1	-1	600000	0
8153	8153	-1	-1	600000	0
8154	8154	-1	-1	600000	0
8159	8159	-1	-1	600000	0
8161	8161	-1	-1	700000	0
8162	8162	-1	-1	700000	0
8163	8163	-1	-1	700000	0
8164	8164	-1	-1	700000	0
8165	8165	-1	-1	700000	0
8169	8169	-1	-1	700000	0
8171	8171	-1	-1	800000	0
8172	8172	-1	-1	800000	0
8173	8173	-1	-1	800000	0
8174	8174	-1	-1	800000	0
8175	8175	-1	-1	800000	0
8176	8176	-1	-1	800000	0
8179	8179	-1	-1	800000	0
8181	8181	25131	25132	990000	0
8182	8182	25131	25132	990000	0
8183	8183	25131	25132	990000	0
8184	8184	25131	25132	990000	0
8185	8185	25131	25132	990000	0
8186	8186	25131	25132	990000	0
8187	8187	25131	25132	990000	0
8189	8189	25131	25132	990000	0
8191	8191	25461	25462	990000	0
8192	8192	25461	25462	990000	0
8193	8193	25461	25462	990000	0
8194	8194	25461	25462	990000	0
8195	8195	25461	25462	990000	0
8196	8196	25461	25462	990000	0
8197	8197	25461	25462	990000	0
8198	8198	25461	25462	990000	0
8199	8199	25461	25462	990000	0
8201	8201	-1	-1	100000	0
8202	8202	-1	-1	100000	0
8209	8209	-1	-1	100000	0
8211	8211	-1	-1	500000	0
8212	8212	-1	-1	500000	0
8213	8213	-1	-1	500000	0
8219	8219	-1	-1	500000	0
8221	8221	-1	-1	600000	0
8222	8222	-1	-1	600000	0
8223	8223	-1	-1	600000	0
8224	8224	-1	-1	600000	0
8229	8229	-1	-1	600000	0
8231	8231	-1	-1	700000	0
8232	8232	-1	-1	700000	0
8233	8233	-1	-1	700000	0
8234	8234	-1	-1	700000	0
8235	8235	-1	-1	700000	0
8239	8239	-1	-1	700000	0
8241	8241	-1	-1	800000	0
8242	8242	-1	-1	800000	0
8243	8243	-1	-1	800000	0
8244	8244	-1	-1	800000	0
8245	8245	-1	-1	800000	0
8246	8246	-1	-1	800000	0
8249	8249	-1	-1	800000	0
8251	8251	25141	25142	990000	0
8252	8252	25141	25142	990000	0
8253	8253	25141	25142	990000	0
8254	8254	25141	25142	990000	0
8255	8255	25141	25142	990000	0
8256	8256	25141	25142	990000	0
8257	8257	25141	25142	990000	0
8259	8259	25141	25142	990000	0
8261	8261	25471	25472	990000	0
8262	8262	25471	25472	990000	0
8263	8263	25471	25472	990000	0
8264	8264	25471	25472	990000	0
8265	8265	25471	25472	990000	0
8266	8266	25471	25472	990000	0
8267	8267	25471	25472	990000	0
8268	8268	25471	25472	990000	0
8269	8269	25471	25472	990000	0
8271	8271	-1	-1	100000	0
8272	8272	-1	-1	100000	0
8279	8279	-1	-1	100000	0
8281	8281	-1	-1	500000	0
8282	8282	-1	-1	500000	0
8283	8283	-1	-1	500000	0
8289	8289	-1	-1	500000	0
8291	8291	-1	-1	600000	0
8292	8292	-1	-1	600000	0
8293	8293	-1	-1	600000	0
8294	8294	-1	-1	600000	0
8299	8299	-1	-1	600000	0
8301	8301	-1	-1	700000	0
8302	8302	-1	-1	700000	0
8303	8303	-1	-1	700000	0
8304	8304	-1	-1	700000	0
8305	8305	-1	-1	700000	0
8309	8309	-1	-1	700000	0
8311	8311	-1	-1	800000	0
8312	8312	-1	-1	800000	0
8313	8313	-1	-1	800000	0
8314	8314	-1	-1	800000	0
8315	8315	-1	-1	800000	0
8316	8316	-1	-1	800000	0
8319	8319	-1	-1	800000	0
8321	8321	25151	25152	990000	0
8322	8322	25151	25152	990000	0
8323	8323	25151	25152	990000	0
8324	8324	25151	25152	990000	0
8325	8325	25151	25152	990000	0
8326	8326	25151	25152	990000	0
8327	8327	25151	25152	990000	0
8329	8329	25151	25152	990000	0
8331	8331	25481	25482	990000	0
8332	8332	25481	25482	990000	0
8333	8333	25481	25482	990000	0
8334	8334	25481	25482	990000	0
8335	8335	25481	25482	990000	0
8336	8336	25481	25482	990000	0
8337	8337	25481	25482	990000	0
8338	8338	25481	25482	990000	0
8339	8339	25481	25482	990000	0
8341	8341	-1	-1	100000	0
8342	8342	-1	-1	100000	0
8349	8349	-1	-1	100000	0
8351	8351	-1	-1	500000	0
8352	8352	-1	-1	500000	0
8353	8353	-1	-1	500000	0
8359	8359	-1	-1	500000	0
8361	8361	-1	-1	600000	0
8362	8362	-1	-1	600000	0
8363	8363	-1	-1	600000	0
8364	8364	-1	-1	600000	0
8369	8369	-1	-1	600000	0
8371	8371	-1	-1	700000	0
8372	8372	-1	-1	700000	0
8373	8373	-1	-1	700000	0
8374	8374	-1	-1	700000	0
8375	8375	-1	-1	700000	0
8379	8379	-1	-1	700000	0
8381	8381	-1	-1	800000	0
8382	8382	-1	-1	800000	0
8383	8383	-1	-1	800000	0
8384	8384	-1	-1	800000	0
8385	8385	-1	-1	800000	0
8386	8386	-1	-1	800000	0
8389	8389	-1	-1	800000	0
8391	8391	25161	25162	990000	0
8392	8392	25161	25162	990000	0
8393	8393	25161	25162	990000	0
8394	8394	25161	25162	990000	0
8395	8395	25161	25162	990000	0
8396	8396	25161	25162	990000	0
8397	8397	25161	25162	990000	0
8399	8399	25161	25162	990000	0
8401	8401	25491	25492	990000	0
8402	8402	25491	25492	990000	0
8403	8403	25491	25492	990000	0
8404	8404	25491	25492	990000	0
8405	8405	25491	25492	990000	0
8406	8406	25491	25492	990000	0
8407	8407	25491	25492	990000	0
8408	8408	25491	25492	990000	0
8409	8409	25491	25492	990000	0
8411	8411	-1	-1	100000	0
8412	8412	-1	-1	100000	0
8419	8419	-1	-1	100000	0
8421	8421	-1	-1	500000	0
8422	8422	-1	-1	500000	0
8423	8423	-1	-1	500000	0
8429	8429	-1	-1	500000	0
8431	8431	-1	-1	600000	0
8432	8432	-1	-1	600000	0
8433	8433	-1	-1	600000	0
8434	8434	-1	-1	600000	0
8439	8439	-1	-1	600000	0
8441	8441	-1	-1	700000	0
8442	8442	-1	-1	700000	0
8443	8443	-1	-1	700000	0
8444	8444	-1	-1	700000	0
8445	8445	-1	-1	700000	0
8449	8449	-1	-1	700000	0
8451	8451	-1	-1	800000	0
8452	8452	-1	-1	800000	0
8453	8453	-1	-1	800000	0
8454	8454	-1	-1	800000	0
8455	8455	-1	-1	800000	0
8456	8456	-1	-1	800000	0
8459	8459	-1	-1	800000	0
8461	8461	25171	25172	990000	0
8462	8462	25171	25172	990000	0
8463	8463	25171	25172	990000	0
8464	8464	25171	25172	990000	0
8465	8465	25171	25172	990000	0
8466	8466	25171	25172	990000	0
8467	8467	25171	25172	990000	0
8469	8469	25171	25172	990000	0
8471	8471	25501	25502	990000	0
8472	8472	25501	25502	990000	0
8473	8473	25501	25502	990000	0
8474	8474	25501	25502	990000	0
8475	8475	25501	25502	990000	0
8476	8476	25501	25502	990000	0
8477	8477	25501	25502	990000	0
8478	8478	25501	25502	990000	0
8479	8479	25501	25502	990000	0
8481	8481	-1	-1	100000	0
8482	8482	-1	-1	100000	0
8489	8489	-1	-1	100000	0
8491	8491	-1	-1	500000	0
8492	8492	-1	-1	500000	0
8493	8493	-1	-1	500000	0
8499	8499	-1	-1	500000	0
8501	8501	-1	-1	600000	0
8502	8502	-1	-1	600000	0
8503	8503	-1	-1	600000	0
8504	8504	-1	-1	600000	0
8509	8509	-1	-1	600000	0
8511	8511	-1	-1	700000	0
8512	8512	-1	-1	700000	0
8513	8513	-1	-1	700000	0
8514	8514	-1	-1	700000	0
8515	8515	-1	-1	700000	0
8519	8519	-1	-1	700000	0
8521	8521	-1	-1	800000	0
8522	8522	-1	-1	800000	0
8523	8523	-1	-1	800000	0
8524	8524	-1	-1	800000	0
8525	8525	-1	-1	800000	0
8526	8526	-1	-1	800000	0
8529	8529	-1	-1	800000	0
8531	8531	25181	25182	990000	0
8532	8532	25181	25182	990000	0
8533	8533	25181	25182	990000	0
8534	8534	25181	25182	990000	0
8535	8535	25181	25182	990000	0
8536	8536	25181	25182	990000	0
8537	8537	25181	25182	990000	0
8539	8539	25181	25182	990000	0
8541	8541	25511	25512	990000	0
8542	8542	25511	25512	990000	0
8543	8543	25511	25512	990000	0
8544	8544	25511	25512	990000	0
8545	8545	25511	25512	990000	0
8546	8546	25511	25512	990000	0
8547	8547	25511	25512	990000	0
8548	8548	25511	25512	990000	0
8549	8549	25511	25512	990000	0
8561	8561	-1	-1	100000	0
8562	8562	-1	-1	100000	0
8569	8569	-1	-1	100000	0
8571	8571	-1	-1	500000	0
8572	8572	-1	-1	500000	0
8573	8573	-1	-1	500000	0
8579	8579	-1	-1	500000	0
8581	8581	-1	-1	600000	0
8582	8582	-1	-1	600000	0
8583	8583	-1	-1	600000	0
8584	8584	-1	-1	600000	0
8589	8589	-1	-1	600000	0
8591	8591	-1	-1	700000	0
8592	8592	-1	-1	700000	0
8593	8593	-1	-1	700000	0
8594	8594	-1	-1	700000	0
8595	8595	-1	-1	700000	0
8599	8599	-1	-1	700000	0
8601	8601	-1	-1	800000	0
8602	8602	-1	-1	800000	0
8603	8603	-1	-1	800000	0
8604	8604	-1	-1	800000	0
8605	8605	-1	-1	800000	0
8606	8606	-1	-1	800000	0
8609	8609	-1	-1	800000	0
8611	8611	25191	25192	990000	0
8612	8612	25191	25192	990000	0
8613	8613	25191	25192	990000	0
8614	8614	25191	25192	990000	0
8615	8615	25191	25192	990000	0
8616	8616	25191	25192	990000	0
8617	8617	25191	25192	990000	0
8619	8619	25191	25192	990000	0
8621	8621	25521	25522	990000	0
8622	8622	25521	25522	990000	0
8623	8623	25521	25522	990000	0
8624	8624	25521	25522	990000	0
8625	8625	25521	25522	990000	0
8626	8626	25521	25522	990000	0
8627	8627	25521	25522	990000	0
8628	8628	25521	25522	990000	0
8629	8629	25521	25522	990000	0
8631	8631	-1	-1	600000	0
8632	8632	-1	-1	600000	0
8633	8633	-1	-1	600000	0
8634	8634	-1	-1	600000	0
8639	8639	-1	-1	600000	0
8641	8641	-1	-1	800000	0
8642	8642	-1	-1	800000	0
8643	8643	-1	-1	800000	0
8644	8644	-1	-1	800000	0
8645	8645	-1	-1	800000	0
8646	8646	-1	-1	800000	0
8649	8649	-1	-1	800000	0
8651	8651	-1	-1	700000	0
8652	8652	-1	-1	700000	0
8653	8653	-1	-1	700000	0
8654	8654	-1	-1	700000	0
8655	8655	-1	-1	700000	0
8659	8659	-1	-1	700000	0
8661	8661	-1	-1	800000	0
8662	8662	-1	-1	800000	0
8663	8663	-1	-1	800000	0
8664	8664	-1	-1	800000	0
8665	8665	-1	-1	800000	0
8666	8666	-1	-1	800000	0
8669	8669	-1	-1	800000	0
8671	8671	-1	-1	700000	0
8672	8672	-1	-1	700000	0
8673	8673	-1	-1	700000	0
8674	8674	-1	-1	700000	0
8675	8675	-1	-1	700000	0
8679	8679	-1	-1	700000	0
8681	8681	-1	-1	800000	0
8682	8682	-1	-1	800000	0
8683	8683	-1	-1	800000	0
8684	8684	-1	-1	800000	0
8685	8685	-1	-1	800000	0
8686	8686	-1	-1	800000	0
8689	8689	-1	-1	800000	0
8691	8691	25201	25202	990000	0
8692	8692	25201	25202	990000	0
8693	8693	25201	25202	990000	0
8694	8694	25201	25202	990000	0
8695	8695	25201	25202	990000	0
8696	8696	25201	25202	990000	0
8697	8697	25201	25202	990000	0
8699	8699	25201	25202	990000	0
8701	8701	-1	-1	100000	0
8702	8702	-1	-1	100000	0
8709	8709	-1	-1	100000	0
8711	8711	-1	-1	500000	0
8712	8712	-1	-1	500000	0
8713	8713	-1	-1	500000	0
8719	8719	-1	-1	500000	0
8721	8721	-1	-1	600000	0
8722	8722	-1	-1	600000	0
8723	8723	-1	-1	600000	0
8724	8724	-1	-1	600000	0
8729	8729	-1	-1	600000	0
8731	8731	25211	25212	990000	0
8732	8732	25211	25212	990000	0
8733	8733	25211	25212	990000	0
8734	8734	25211	25212	990000	0
8735	8735	25211	25212	990000	0
8736	8736	25211	25212	990000	0
8737	8737	25211	25212	990000	0
8739	8739	25211	25212	990000	0
8741	8741	-1	-1	100000	0
8742	8742	-1	-1	100000	0
8749	8749	-1	-1	100000	0
8751	8751	-1	-1	500000	0
8752	8752	-1	-1	500000	0
8753	8753	-1	-1	500000	0
8759	8759	-1	-1	500000	0
8761	8761	-1	-1	600000	0
8762	8762	-1	-1	600000	0
8763	8763	-1	-1	600000	0
8764	8764	-1	-1	600000	0
8769	8769	-1	-1	600000	0
8771	8771	-1	-1	700000	0
8772	8772	-1	-1	700000	0
8773	8773	-1	-1	700000	0
8774	8774	-1	-1	700000	0
8775	8775	-1	-1	700000	0
8779	8779	-1	-1	700000	0
8781	8781	-1	-1	800000	0
8782	8782	-1	-1	800000	0
8783	8783	-1	-1	800000	0
8784	8784	-1	-1	800000	0
8785	8785	-1	-1	800000	0
8786	8786	-1	-1	800000	0
8789	8789	-1	-1	800000	0
8791	8791	25221	25222	990000	0
8792	8792	25221	25222	990000	0
8793	8793	25221	25222	990000	0
8794	8794	25221	25222	990000	0
8795	8795	25221	25222	990000	0
8796	8796	25221	25222	990000	0
8797	8797	25221	25222	990000	0
8799	8799	25221	25222	990000	0
8801	8801	25531	25532	990000	0
8802	8802	25531	25532	990000	0
8803	8803	25531	25532	990000	0
8804	8804	25531	25532	990000	0
8805	8805	25531	25532	990000	0
8806	8806	25531	25532	990000	0
8807	8807	25531	25532	990000	0
8808	8808	25531	25532	990000	0
8809	8809	25531	25532	990000	0
8811	8811	-1	-1	100000	0
8812	8812	-1	-1	100000	0
8819	8819	-1	-1	100000	0
8821	8821	-1	-1	500000	0
8822	8822	-1	-1	500000	0
8823	8823	-1	-1	500000	0
8829	8829	-1	-1	500000	0
8831	8831	-1	-1	600000	0
8832	8832	-1	-1	600000	0
8833	8833	-1	-1	600000	0
8834	8834	-1	-1	600000	0
8839	8839	-1	-1	600000	0
8841	8841	-1	-1	700000	0
8842	8842	-1	-1	700000	0
8843	8843	-1	-1	700000	0
8844	8844	-1	-1	700000	0
8845	8845	-1	-1	700000	0
8849	8849	-1	-1	700000	0
8851	8851	-1	-1	800000	0
8852	8852	-1	-1	800000	0
8853	8853	-1	-1	800000	0
8854	8854	-1	-1	800000	0
8855	8855	-1	-1	800000	0
8856	8856	-1	-1	800000	0
8859	8859	-1	-1	800000	0
8861	8861	25231	25232	990000	0
8862	8862	25231	25232	990000	0
8863	8863	25231	25232	990000	0
8864	8864	25231	25232	990000	0
8865	8865	25231	25232	990000	0
8866	8866	25231	25232	990000	0
8867	8867	25231	25232	990000	0
8869	8869	25231	25232	990000	0
8871	8871	25541	25542	990000	0
8872	8872	25541	25542	990000	0
8873	8873	25541	25542	990000	0
8874	8874	25541	25542	990000	0
8875	8875	25541	25542	990000	0
8876	8876	25541	25542	990000	0
8877	8877	25541	25542	990000	0
8878	8878	25541	25542	990000	0
8879	8879	25541	25542	990000	0
8881	8881	-1	-1	100000	0
8882	8882	-1	-1	100000	0
8889	8889	-1	-1	100000	0
8891	8891	-1	-1	500000	0
8892	8892	-1	-1	500000	0
8893	8893	-1	-1	500000	0
8899	8899	-1	-1	500000	0
8901	8901	-1	-1	600000	0
8902	8902	-1	-1	600000	0
8903	8903	-1	-1	600000	0
8904	8904	-1	-1	600000	0
8909	8909	-1	-1	600000	0
8911	8911	-1	-1	700000	0
8912	8912	-1	-1	700000	0
8913	8913	-1	-1	700000	0
8914	8914	-1	-1	700000	0
8915	8915	-1	-1	700000	0
8919	8919	-1	-1	700000	0
8921	8921	-1	-1	800000	0
8922	8922	-1	-1	800000	0
8923	8923	-1	-1	800000	0
8924	8924	-1	-1	800000	0
8925	8925	-1	-1	800000	0
8926	8926	-1	-1	800000	0
8929	8929	-1	-1	800000	0
8931	8931	25241	25242	990000	0
8932	8932	25241	25242	990000	0
8933	8933	25241	25242	990000	0
8934	8934	25241	25242	990000	0
8935	8935	25241	25242	990000	0
8936	8936	25241	25242	990000	0
8937	8937	25241	25242	990000	0
8939	8939	25241	25242	990000	0
8941	8941	25551	25552	990000	0
8942	8942	25551	25552	990000	0
8943	8943	25551	25552	990000	0
8944	8944	25551	25552	990000	0
8945	8945	25551	25552	990000	0
8946	8946	25551	25552	990000	0
8947	8947	25551	25552	990000	0
8948	8948	25551	25552	990000	0
8949	8949	25551	25552	990000	0
8951	8951	-1	-1	700000	0
8952	8952	-1	-1	700000	0
8953	8953	-1	-1	700000	0
8954	8954	-1	-1	700000	0
8955	8955	-1	-1	700000	0
8959	8959	-1	-1	700000	0
8961	8961	-1	-1	500000	0
8962	8962	-1	-1	500000	0
8963	8963	-1	-1	500000	0
8969	8969	-1	-1	500000	0
8971	8971	-1	-1	600000	0
8972	8972	-1	-1	600000	0
8973	8973	-1	-1	600000	0
8974	8974	-1	-1	600000	0
8979	8979	-1	-1	600000	0
8981	8981	-1	-1	700000	0
8982	8982	-1	-1	700000	0
8983	8983	-1	-1	700000	0
8984	8984	-1	-1	700000	0
8985	8985	-1	-1	700000	0
8989	8989	-1	-1	700000	0
22001	22001	-1	-1	100000	0
22002	22002	-1	-1	100000	0
22009	22009	-1	-1	100000	0
22011	22011	-1	-1	500000	0
22012	22012	-1	-1	500000	0
22013	22013	-1	-1	500000	0
22019	22019	-1	-1	500000	0
22021	22021	-1	-1	600000	0
22022	22022	-1	-1	600000	0
22023	22023	-1	-1	600000	0
22024	22024	-1	-1	600000	0
22029	22029	-1	-1	600000	0
22031	22031	-1	-1	700000	0
22032	22032	-1	-1	700000	0
22033	22033	-1	-1	700000	0
22034	22034	-1	-1	700000	0
22035	22035	-1	-1	700000	0
22039	22039	-1	-1	700000	0
22041	22041	-1	-1	800000	0
22042	22042	-1	-1	800000	0
22043	22043	-1	-1	800000	0
22044	22044	-1	-1	800000	0
22045	22045	-1	-1	800000	0
22046	22046	-1	-1	800000	0
22049	22049	-1	-1	800000	0
22051	22051	25251	25252	990000	0
22052	22052	25251	25252	990000	0
22053	22053	25251	25252	990000	0
22054	22054	25251	25252	990000	0
22055	22055	25251	25252	990000	0
22056	22056	25251	25252	990000	0
22057	22057	25251	25252	990000	0
22059	22059	25251	25252	990000	0
22061	22061	25561	25562	990000	0
22062	22062	25561	25562	990000	0
22063	22063	25561	25562	990000	0
22064	22064	25561	25562	990000	0
22065	22065	25561	25562	990000	0
22066	22066	25561	25562	990000	0
22067	22067	25561	25562	990000	0
22068	22068	25561	25562	990000	0
22069	22069	25561	25562	990000	0
22071	22071	-1	-1	100000	0
22072	22072	-1	-1	100000	0
22079	22079	-1	-1	100000	0
22081	22081	-1	-1	500000	0
22082	22082	-1	-1	500000	0
22083	22083	-1	-1	500000	0
22089	22089	-1	-1	500000	0
22091	22091	-1	-1	600000	0
22092	22092	-1	-1	600000	0
22093	22093	-1	-1	600000	0
22094	22094	-1	-1	600000	0
22099	22099	-1	-1	600000	0
22101	22101	-1	-1	700000	0
22102	22102	-1	-1	700000	0
22103	22103	-1	-1	700000	0
22104	22104	-1	-1	700000	0
22105	22105	-1	-1	700000	0
22109	22109	-1	-1	700000	0
22111	22111	-1	-1	800000	0
22112	22112	-1	-1	800000	0
22113	22113	-1	-1	800000	0
22114	22114	-1	-1	800000	0
22115	22115	-1	-1	800000	0
22116	22116	-1	-1	800000	0
22119	22119	-1	-1	800000	0
22121	22121	25261	25262	990000	0
22122	22122	25261	25262	990000	0
22123	22123	25261	25262	990000	0
22124	22124	25261	25262	990000	0
22125	22125	25261	25262	990000	0
22126	22126	25261	25262	990000	0
22127	22127	25261	25262	990000	0
22129	22129	25261	25262	990000	0
22131	22131	25571	25572	990000	0
22132	22132	25571	25572	990000	0
22133	22133	25571	25572	990000	0
22134	22134	25571	25572	990000	0
22135	22135	25571	25572	990000	0
22136	22136	25571	25572	990000	0
22137	22137	25571	25572	990000	0
22138	22138	25571	25572	990000	0
22139	22139	25571	25572	990000	0
22201	22201	-1	-1	800000	0
22202	22202	-1	-1	800000	0
22203	22203	-1	-1	800000	0
22204	22204	-1	-1	800000	0
22205	22205	-1	-1	800000	0
22206	22206	-1	-1	800000	0
22209	22209	-1	-1	800000	0
22211	22211	-1	-1	100000	0
22212	22212	-1	-1	100000	0
22219	22219	-1	-1	100000	0
22221	22221	-1	-1	500000	0
22222	22222	-1	-1	500000	0
22223	22223	-1	-1	500000	0
22229	22229	-1	-1	500000	0
22231	22231	-1	-1	600000	0
22232	22232	-1	-1	600000	0
22233	22233	-1	-1	600000	0
22234	22234	-1	-1	600000	0
22239	22239	-1	-1	600000	0
22241	22241	-1	-1	700000	0
22242	22242	-1	-1	700000	0
22243	22243	-1	-1	700000	0
22244	22244	-1	-1	700000	0
22245	22245	-1	-1	700000	0
22249	22249	-1	-1	700000	0
22251	22251	-1	-1	800000	0
22252	22252	-1	-1	800000	0
22253	22253	-1	-1	800000	0
22254	22254	-1	-1	800000	0
22255	22255	-1	-1	800000	0
22256	22256	-1	-1	800000	0
22259	22259	-1	-1	800000	0
22261	22261	25271	25272	990000	0
22262	22262	25271	25272	990000	0
22263	22263	25271	25272	990000	0
22264	22264	25271	25272	990000	0
22265	22265	25271	25272	990000	0
22266	22266	25271	25272	990000	0
22267	22267	25271	25272	990000	0
22269	22269	25271	25272	990000	0
22271	22271	25581	25582	990000	0
22272	22272	25581	25582	990000	0
22273	22273	25581	25582	990000	0
22274	22274	25581	25582	990000	0
22275	22275	25581	25582	990000	0
22276	22276	25581	25582	990000	0
22277	22277	25581	25582	990000	0
22278	22278	25581	25582	990000	0
22279	22279	25581	25582	990000	0
22281	22281	-1	-1	100000	0
22282	22282	-1	-1	100000	0
22289	22289	-1	-1	100000	0
22291	22291	-1	-1	500000	0
22292	22292	-1	-1	500000	0
22293	22293	-1	-1	500000	0
22299	22299	-1	-1	500000	0
22301	22301	-1	-1	600000	0
22302	22302	-1	-1	600000	0
22303	22303	-1	-1	600000	0
22304	22304	-1	-1	600000	0
22309	22309	-1	-1	600000	0
22311	22311	-1	-1	700000	0
22312	22312	-1	-1	700000	0
22313	22313	-1	-1	700000	0
22314	22314	-1	-1	700000	0
22315	22315	-1	-1	700000	0
22319	22319	-1	-1	700000	0
22321	22321	-1	-1	800000	0
22322	22322	-1	-1	800000	0
22323	22323	-1	-1	800000	0
22324	22324	-1	-1	800000	0
22325	22325	-1	-1	800000	0
22326	22326	-1	-1	800000	0
22329	22329	-1	-1	800000	0
22331	22331	25281	25282	990000	0
22332	22332	25281	25282	990000	0
22333	22333	25281	25282	990000	0
22334	22334	25281	25282	990000	0
22335	22335	25281	25282	990000	0
22336	22336	25281	25282	990000	0
22337	22337	25281	25282	990000	0
22339	22339	25281	25282	990000	0
22341	22341	25591	25592	990000	0
22342	22342	25591	25592	990000	0
