INT	INT	INT	STRING	INT	INT	INT	INT
10303109	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10303110	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10303111	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán	0	1	0	0
10303200	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10303201	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ	0	1	0	0
10303202	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10303203	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10303204	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ	0	1	0	0
10303205	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10303206	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10303207	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ	0	1	0	0
10303208	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10303209	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10303210	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ	0	1	0	0
10303211	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10304000	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304001	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304002	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304003	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304004	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304005	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304006	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304007	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304008	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304009	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tinh di®u"	0	1	0	0
10304100	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10304101	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10304102	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10304103	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10304104	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10304105	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10304106	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10304107	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10304108	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10304109	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10304110	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10304111	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10305000	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tuy®t di®u"	0	1	0	0
10305001	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tuy®t di®u"	0	1	0	0
10305002	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tuy®t di®u"	0	1	0	0
10305003	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tuy®t di®u"	0	1	0	0
10305004	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tuy®t di®u"	0	1	0	0
10305005	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tuy®t di®u"	0	1	0	0
10305006	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tuy®t di®u"	0	1	0	0
10305007	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Tuy®t di®u"	0	1	0	0
10305008	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Súc lñc"	0	1	0	0
10305009	-1	-1	#c00ff00 Trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tÖ l® bµc phát "Súc lñc"	0	1	0	0
10305100	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10305101	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10305102	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10305103	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10305104	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10305105	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10305106	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10305107	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10305108	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10305109	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10305110	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10305111	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10305200	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0	0
10305201	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10305202	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10305203	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0	0
10305204	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10305205	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10305206	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0	0
10305207	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10305208	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10305209	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0	0
10305210	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10305211	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10306000	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306001	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0	0
10306002	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán	0	1	0	0
10306100	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306101	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10306102	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán	0	1	0	0
10306200	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306201	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10306202	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phá trán	0	1	0	0
10306300	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306301	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0	0
10306302	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10306400	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306401	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10306402	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10306500	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306501	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ðä nµ	0	1	0	0
10306502	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10306600	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0	0
10306601	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306602	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10306700	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306701	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0	0
10306702	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10306800	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút máu cüa ð¯i phß½ng	0	1	0	0
10306801	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® hút khí cüa ð¯i phß½ng	0	1	0	0
10306802	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái suy nhßþc	0	1	0	0
10410082	24	-1	-1	0	1	0	0
10410083	24	-1	-1	0	1	0	0
10410084	24	-1	-1	0	1	0	0
10410085	24	-1	-1	0	1	0	0
10410086	24	-1	-1	0	1	0	0
10410087	24	-1	-1	0	1	0	0
10410088	24	-1	-1	0	1	0	0
10410089	24	-1	-1	0	1	0	0
10410090	24	-1	-1	0	1	0	0
10410091	24	-1	-1	0	1	0	0
10410092	24	-1	-1	0	1	0	0
10410093	24	-1	-1	0	1	0	0
10410094	24	-1	-1	0	1	0	0
10410095	24	-1	-1	0	1	0	0
10410096	24	-1	-1	0	1	0	0
10410097	24	-1	-1	0	1	0	0
10410098	168	-1	-1	1	1	0	0
10410099	168	-1	-1	1	1	0	0
10410100	168	-1	-1	1	1	0	0
10410101	168	-1	-1	1	1	0	0
10410102	168	-1	-1	1	1	0	0
10410103	168	-1	-1	1	1	0	0
10410104	168	-1	-1	1	1	0	0
10410105	168	-1	-1	1	1	0	0
10410106	168	-1	-1	1	1	0	0
10410107	168	-1	-1	1	1	0	0
10410108	-1	-1	-1	1	1	0	0
10410109	-1	-1	-1	1	1	0	0
10410110	-1	-1	-1	1	1	0	0
10410111	-1	-1	-1	1	1	0	0
10410112	-1	-1	-1	1	1	0	0
10410113	-1	-1	-1	1	1	0	0
10410114	-1	-1	-1	1	1	0	0
10410115	-1	-1	-1	1	1	0	0
10410116	-1	-1	-1	1	1	0	0
10410117	-1	-1	-1	1	1	0	0
10410118	168	-1	-1	1	1	0	0
10410119	168	-1	-1	1	1	0	0
10410120	168	-1	-1	1	1	0	0
10410121	168	-1	-1	1	1	0	0
10410122	168	-1	-1	1	1	0	0
10410123	168	-1	-1	1	1	0	0
10410124	168	-1	-1	1	1	0	0
10410125	168	-1	-1	1	1	0	0
10410126	168	-1	-1	1	1	0	0
10410127	168	-1	-1	1	1	0	0
10422016	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phong huy®t	0	1	0	0
10422149	-1	-1	#c00ff00trang b¸: Ðánh trúng kë ð¸ch có khä nång kích hoÕt "Phong Huy®t"	0	1	0	0
10422150	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái phong huy®t	0	1	0	0
10423024	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ma tý	0	1	0	0
10423025	-1	-1	#c00ff00Trang b¸: sau khi ðánh trúng ð¯i thü có tÖ l® khiªn cho ð¯i thü b¸ "Tê Li®t"	0	1	0	0
10423026	-1	-1	#c00ff00Trang b¸: khi ðánh trúng có tÖ l® khiªn ð¯i phß½ng r½i vào trÕng thái ma tý	0	1	0	0
20101001	-1	-1	-1	0	1	0	0
20101002	-1	-1	-1	0	1	0	0
20101003	-1	-1	-1	0	1	0	0
20101004	-1	-1	-1	0	1	0	0
20101005	-1	-1	-1	0	1	0	0
20101006	-1	-1	-1	0	1	0	0
20101007	-1	-1	-1	0	1	0	0
20101008	-1	-1	-1	0	1	0	0
20101009	-1	-1	-1	0	1	0	0
20101010	-1	-1	-1	0	1	0	0
20101011	-1	-1	-1	0	1	0	0
20101012	-1	-1	-1	0	1	0	0
20101013	-1	-1	-1	0	1	0	0
20101014	-1	-1	-1	0	1	0	0
20101015	-1	-1	-1	0	1	0	0
20101016	-1	-1	-1	0	1	0	0
20101017	-1	-1	-1	0	1	0	0
20101018	-1	-1	-1	0	1	0	0
20101019	-1	-1	-1	0	1	0	0
20101020	-1	-1	-1	0	1	0	0
20101021	-1	-1	-1	0	1	0	0
20101022	-1	-1	-1	0	1	0	0
20101023	-1	-1	-1	0	1	0	0
20101024	-1	-1	-1	0	1	0	0
20101025	-1	-1	-1	0	1	0	0
20101026	-1	-1	-1	0	1	0	0
20101027	-1	-1	-1	0	1	0	0
20101028	-1	-1	-1	0	1	0	0
20101029	-1	-1	-1	0	1	0	0
20101030	-1	-1	-1	0	1	0	0
20103001	-1	-1	-1	0	1	0	0
20103002	-1	-1	-1	0	1	0	0
20103003	-1	-1	-1	0	1	0	0
20103004	-1	-1	-1	0	1	0	0
20103005	-1	-1	-1	0	1	0	0
20103006	-1	-1	-1	0	1	0	0
20103007	-1	-1	-1	0	1	0	0
20103008	-1	-1	-1	0	1	0	0
20103009	-1	-1	-1	0	1	0	0
20103010	-1	-1	-1	0	1	0	0
20103011	-1	-1	-1	0	1	0	0
20103012	-1	-1	-1	0	1	0	0
20103013	-1	-1	-1	0	1	0	0
20103014	-1	-1	-1	0	1	0	0
20103015	-1	-1	-1	0	1	0	0
20103016	-1	-1	-1	0	1	0	0
20103017	-1	-1	-1	0	1	0	0
20103018	-1	-1	-1	0	1	0	0
20103019	-1	-1	-1	0	1	0	0
20103020	-1	-1	-1	0	1	0	0
20103021	-1	-1	-1	0	1	0	0
20103022	-1	-1	-1	0	1	0	0
20103023	-1	-1	-1	0	1	0	0
20103024	-1	-1	-1	0	1	0	0
20103025	-1	-1	-1	0	1	0	0
20103026	-1	-1	-1	0	1	0	0
20103027	-1	-1	-1	0	1	0	0
20103028	-1	-1	-1	0	1	0	0
20103029	-1	-1	-1	0	1	0	0
20103030	-1	-1	-1	0	1	0	0
20103031	-1	-1	-1	0	1	0	0
20103032	-1	-1	-1	0	1	0	0
20103033	-1	-1	-1	0	1	0	0
20103034	-1	-1	-1	0	1	0	0
20103035	-1	-1	-1	0	1	0	0
20103036	-1	-1	-1	0	1	0	0
20103037	-1	-1	-1	0	1	0	0
20103038	-1	-1	-1	0	1	0	0
20103039	-1	-1	-1	0	1	0	0
20103040	-1	-1	-1	0	1	0	0
20103041	-1	-1	-1	0	1	0	0
20103042	-1	-1	-1	0	1	0	0
20103043	-1	-1	-1	0	1	0	0
20103044	-1	-1	-1	0	1	0	0
20103045	-1	-1	-1	0	1	0	0
20103046	-1	-1	-1	0	1	0	0
20103047	-1	-1	-1	0	1	0	0
20103048	-1	-1	-1	0	1	0	0
20103049	-1	-1	-1	0	1	0	0
20103050	-1	-1	-1	0	1	0	0
20103051	-1	-1	-1	0	1	0	0
20103052	-1	-1	-1	0	1	0	0
20103053	-1	-1	-1	0	1	0	0
20103054	-1	-1	-1	0	1	0	0
20103055	-1	-1	-1	0	1	0	0
20103056	-1	-1	-1	0	1	0	0
20103057	-1	-1	-1	0	1	0	0
20103058	-1	-1	-1	0	1	0	0
20103059	-1	-1	-1	0	1	0	0
20103060	-1	-1	-1	0	1	0	0
20103118	-1	-1	-1	0	1	0	0
20103119	-1	-1	-1	0	1	0	0
20103120	-1	-1	-1	0	1	0	0
20103121	-1	-1	-1	0	1	0	0
20103122	-1	-1	-1	0	1	0	0
20103123	-1	-1	-1	0	1	0	0
20103124	-1	-1	-1	0	1	0	0
20103125	-1	-1	-1	0	1	0	0
20103126	-1	-1	-1	0	1	0	0
20103127	-1	-1	-1	0	1	0	0
20103128	-1	-1	-1	0	1	0	0
20103129	-1	-1	-1	0	1	0	0
20103130	-1	-1	-1	0	1	0	0
20103131	-1	-1	-1	0	1	0	0
20103132	-1	-1	-1	0	1	0	0
20103133	-1	-1	-1	0	1	0	0
20103134	-1	-1	-1	0	1	0	0
20103135	-1	-1	-1	0	1	0	0
20103136	-1	-1	-1	0	1	0	0
20103137	-1	-1	-1	0	1	0	0
20301009	-1	-1	-1	0	0	0	0
20304005	-1	-1	-1	0	1	0	0
20304006	-1	-1	-1	0	1	0	0
20304007	-1	-1	-1	0	1	0	0
20304008	-1	-1	-1	0	1	0	0
20304009	-1	-1	-1	0	1	0	0
20304010	-1	-1	-1	0	1	0	0
20304011	-1	-1	-1	0	1	0	0
20304012	-1	-1	-1	0	1	0	0
20304013	-1	-1	-1	0	1	0	0
20304014	-1	-1	-1	0	1	0	0
20304015	-1	-1	-1	0	1	0	0
20304016	-1	-1	-1	0	1	0	0
20310113	-1	-1	-1	0	0	0	0
20310115	-1	-1	-1	0	0	0	0
20310117	-1	-1	-1	0	0	0	0
20310118	-1	-1	-1	0	0	0	0
20310119	-1	-1	-1	0	0	0	0
20310120	-1	-1	-1	0	0	0	0
20310121	-1	-1	-1	0	0	0	0
20310122	-1	-1	-1	0	0	0	0
20310123	-1	-1	-1	0	0	0	0
20310124	-1	-1	-1	0	0	0	0
20310125	-1	-1	-1	0	0	0	0
20310126	-1	-1	-1	0	0	0	0
20310127	-1	-1	-1	0	0	0	0
20310128	-1	-1	-1	0	0	0	0
20310129	-1	-1	-1	0	0	0	0
20310130	-1	-1	-1	0	0	0	0
20310131	-1	-1	-1	0	0	0	0
20310132	-1	-1	-1	0	0	0	0
20310133	-1	-1	-1	0	0	0	0
20310134	-1	-1	-1	0	0	0	0
20310135	-1	-1	-1	0	0	0	0
20310136	-1	-1	-1	0	0	0	0
20310137	-1	-1	-1	0	0	0	0
20310138	-1	-1	-1	0	0	0	0
20310139	-1	-1	-1	0	0	0	0
20310140	-1	-1	-1	0	0	0	0
20310141	-1	-1	-1	0	0	0	0
20310142	-1	-1	-1	0	0	0	0
20310143	-1	-1	-1	0	0	0	0
20310144	-1	-1	-1	0	0	0	0
20310145	-1	-1	-1	0	0	0	0
20310146	-1	-1	-1	0	0	0	0
20310147	-1	-1	-1	0	0	0	0
20310148	-1	-1	-1	0	0	0	0
20310149	-1	-1	-1	0	0	0	0
20310150	-1	-1	-1	0	0	0	0
20310151	-1	-1	-1	0	0	0	0
20310152	-1	-1	-1	0	0	0	0
20310153	-1	-1	-1	0	0	0	0
20310154	-1	-1	-1	0	0	0	0
20310155	-1	-1	-1	0	0	0	0
20310156	-1	-1	-1	0	0	0	0
20310157	-1	-1	-1	0	0	0	0
20310160	-1	-1	-1	0	0	0	0
20310166	-1	-1	-1	0	0	0	0
20310172	-1	-1	-1	0	0	0	0
20600019	-1	-1	-1	0	1	1	0
20700013	-1	-1	-1	0	1	1	0
30001001	-1	-1	-1	0	1	1	0
30001002	-1	-1	-1	0	1	1	0
30001003	-1	-1	-1	0	1	1	0
30001004	-1	-1	-1	0	1	1	0
30001016	-1	-1	-1	0	1	1	0
30001017	-1	-1	-1	0	1	1	0
30001018	-1	-1	-1	0	1	1	0
30002001	-1	-1	-1	0	1	1	0
30002002	-1	-1	-1	0	1	1	0
30002003	-1	-1	-1	0	1	1	0
30002004	-1	-1	-1	0	1	1	0
30002016	-1	-1	-1	0	1	1	0
30002017	-1	-1	-1	0	1	1	0
30002018	-1	-1	-1	0	1	1	0
30003001	-1	-1	-1	0	1	1	0
30003002	-1	-1	-1	0	1	1	0
30003003	-1	-1	-1	0	1	1	0
30003004	-1	-1	-1	0	1	1	0
30003005	-1	-1	-1	0	1	1	0
30003006	-1	-1	-1	0	1	1	0
30003007	-1	-1	-1	0	1	1	0
30003008	-1	-1	-1	0	1	1	0
30003009	-1	-1	-1	0	1	1	0
30003010	-1	-1	-1	0	1	1	0
30003021	-1	-1	-1	0	1	1	0
30003022	-1	-1	-1	0	1	1	0
30003023	-1	-1	-1	0	1	1	0
30008045	168	-1	-1	0	1	0	0
30008052	168	-1	-1	0	1	0	0
30008059	-1	-1	-1	0	1	1	0
30008060	-1	-1	-1	0	1	1	0
30008061	-1	-1	-1	0	1	1	0
30008062	-1	-1	-1	0	1	1	0
30008063	-1	-1	-1	0	1	1	0
30008064	-1	-1	-1	0	1	1	0
30008065	-1	-1	-1	0	1	1	0
30008066	-1	-1	-1	0	1	1	0
30008069	-1	-1	-1	0	0	1	0
30008080	-1	-1	-1	0	1	1	0
30101023	-1	-1	-1	0	1	1	0
30101024	-1	-1	-1	0	1	1	0
30101031	-1	-1	-1	0	1	1	0
30101032	-1	-1	-1	0	1	1	0
30101033	-1	-1	-1	0	1	1	0
30101034	-1	-1	-1	0	1	1	0
30101035	-1	-1	-1	0	1	1	0
30101036	-1	-1	-1	0	1	1	0
30101037	-1	-1	-1	0	1	1	0
30101038	-1	-1	-1	0	1	1	0
30101039	-1	-1	-1	0	1	1	0
30101040	-1	-1	-1	0	1	1	0
30101041	-1	-1	-1	0	1	1	0
30101042	-1	-1	-1	0	1	1	0
30101043	-1	-1	-1	0	1	1	0
30101044	-1	-1	-1	0	1	1	0
30101045	-1	-1	-1	0	1	1	0
30101046	-1	-1	-1	0	1	1	0
30101047	-1	-1	-1	0	1	1	0
30101048	-1	-1	-1	0	1	1	0
30101049	-1	-1	-1	0	1	1	0
30101050	-1	-1	-1	0	1	1	0
30101115	-1	-1	-1	0	1	1	0
30101116	-1	-1	-1	0	1	1	0
30101117	-1	-1	-1	0	1	1	0
30101118	-1	-1	-1	0	1	1	0
30101119	-1	-1	-1	0	1	1	0
30101120	-1	-1	-1	0	1	1	0
30101121	-1	-1	-1	0	1	1	0
30101122	-1	-1	-1	0	1	1	0
30101123	-1	-1	-1	0	1	1	0
30101124	-1	-1	-1	0	1	1	0
30101125	-1	-1	-1	0	1	1	0
30101126	-1	-1	-1	0	1	1	0
30101127	-1	-1	-1	0	1	1	0
30101128	-1	-1	-1	0	1	1	0
30101129	-1	-1	-1	0	1	1	0
30101130	-1	-1	-1	0	1	1	0
30101131	-1	-1	-1	0	1	1	0
30101132	-1	-1	-1	0	1	1	0
30101133	-1	-1	-1	0	1	1	0
30101134	-1	-1	-1	0	1	1	0
30120001	720	-1	-1	0	1	1	0
30120002	720	-1	-1	0	1	1	0
30120003	720	-1	-1	0	1	1	0
30120004	720	-1	-1	0	1	1	0
