INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
2236	51312	Chï Lµc Vi Mã	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 315 ði¬m#rCñ ly hi®u quä: 0-15m#r Th¶i gian thi tri¬n: 10 giây#rT¤n công ð½n th¬ t× xa m²i giây s¨ làm giäm ði Nµ Khí cüa ð¯i thü #c54FF00{A:160 B:0}#cFFFFFF ði¬m, ð°ng th¶i chuy¬n sang bän thân#r#c5BC257C¥n trÕng thái Mµc Ðµn	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 315 ði¬m Cñ ly hi®u quä: 0-15m#r Th¶i gian thi tri¬n: 10 giây#rT¤n công ð½n th¬ t× xa kéo dài th¶i gian làm giäm Nµ Khí cüa ð¯i thü, ð°ng th¶i chuy¬n sang Nµ Khí cüa bän thân#r#c5BC257C¥n trÕng thái Mµc Ðµn	1	1300	-1	10000	·¨Á¦ÐèÇó	4	315	-1	ÐèÒªÐ¦¿Ú³£¿ª	0	24	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	-1	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	2712	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
2237	51401	Tôi Ðµc Thu§t	Tång #c54FF0050% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0050% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	50	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2238	51402	Tôi Ðµc Thu§t	Tång #c54FF0055% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0055% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	55	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2239	51403	Tôi Ðµc Thu§t	Tång #c54FF0060% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0060% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	60	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2240	51404	Tôi Ðµc Thu§t	Tång #c54FF0065% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0065% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	65	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2241	51405	Tôi Ðµc Thu§t	Tång #c54FF0070% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0070% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	70	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2242	51406	Tôi Ðµc Thu§t	Tång #c54FF0075% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0075% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	75	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2243	51407	Tôi Ðµc Thu§t	Tång #c54FF0080% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0080% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	80	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2244	51408	Tôi Ðµc Thu§t	Tång #c54FF0085% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0085% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	85	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2245	51409	Tôi Ðµc Thu§t	Tång #c54FF0090% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0090% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	90	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2246	51410	Tôi Ðµc Thu§t	Tång #c54FF0095% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF0095% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	95	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2247	51411	Tôi Ðµc Thu§t	Tång #c54FF00100% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF00100% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	100	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2248	51412	Tôi Ðµc Thu§t	Tång #c54FF00105% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	Tång #c54FF00105% hi®u quä t¤n công nµi công c½ bän cüa Ð½n ðoän, Song Ðoän #cFFFFFF#r#c5BC257KÛ nång B¸ ðµng	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÎäÆ÷µÄ»ù´¡ÎïÀí¹¥»÷ÐÞÕý%	0	ÎäÆ÷µÄ»ù´¡Ä§·¨¹¥»÷ÐÞÕý%	105	ÎäÆ÷ÀàÐÍ1	2	ÎäÆ÷ÀàÐÍ2	3		0		0		0		0		0		0		0		0
2249	51501	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 27 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:2635 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0010%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:107 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 27 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0010%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1771	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1783	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	10		0		0		0		0		0		0		0
2250	51502	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 46 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:4502 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0012%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:222 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 46 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0012%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1772	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1784	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	12		0		0		0		0		0		0		0
2251	51503	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 65 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:6368 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0014%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:336 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 65 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0014%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1773	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1785	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	14		0		0		0		0		0		0		0
2252	51504	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 84 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:8235 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0016%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:450 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 84 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0016%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1774	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1786	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	16		0		0		0		0		0		0		0
2253	51505	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 103 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:10102 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0018%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:565 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 103 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0018%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	103	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1775	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1787	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	18		0		0		0		0		0		0		0
2254	51506	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 122 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:11969 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0020%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:679 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 122 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0020%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1776	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1788	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	20		0		0		0		0		0		0		0
2255	51507	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 141 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:13836 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0022%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:793 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 141 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0022%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1777	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1789	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	22		0		0		0		0		0		0		0
2256	51508	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 160 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:15703 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0024%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:908 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 160 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0024%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1778	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1790	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	24		0		0		0		0		0		0		0
2257	51509	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 179 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:17570 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0026%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:1022 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 179 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0026%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	179	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1779	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1791	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	26		0		0		0		0		0		0		0
2258	51510	Bång T¢m Ðµc Chß·ng	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 198 ði¬m#rCñ ly hi®u quä: 0-15m#rGiäi thoát nhanh#rTh¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công #c54FF00{A:19436 B:158.746}#cFFFFFF ði¬m, ðánh trúng møc tiêu có #c54FF0028%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü #c54FF00{A:1136 B:6.34984}#cFFFFFF ði¬m, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	#c54FF00(SØ døng thanh công cø nhanh)#r#cFFFFFFKhí tiêu hao: 198 ði¬m Cñ ly hi®u quä: 0-15m#rGiäi thoát nhanh Th¶i gian phøc h°i: 24 giây#rT¤n công ð½n th¬ t× xa gia tång nµi công, ðánh trúng møc tiêu có #c54FF0028%#cFFFFFF tÖ l® khiªn cho møc tiêu r½i vào trÕng thái Phá Tri«n, làm giäm Nµi Thü, kéo dài 120 giây#r#c5BC257C¥n trang b¸ vû khí	3	24000	-1	-1	ÏûºÄmp	4	198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	¹¥»÷µÄÐ§¹û	1780	¸ø×Ô¼ºµÄÐ§¹û	-1	¸ø×Ô¼ºµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	0	¸øÄ¿±êµÄÐ§¹û	1792	¸øÄ¿±êµÄÐ§¹ûµÄ·¢Éú¼¸ÂÊ	28		0		0		0		0		0		0		0
