INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6202	Th¥n Hùng Miêu Biªn D¸	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	10900	15750	9690	9690	10900	12550	13800	14430	16310	18820	100	200	500	150	50	2000	6200
6203	Th¥n Hùng Miêu Biªn D¸	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11400	16470	10130	10130	11400	12550	13800	14430	16310	18820	100	200	500	150	50	2000	6200
6204	Th¥n Hùng Miêu Biªn D¸	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	11900	17190	10570	10570	11900	12550	13800	14430	16310	18820	100	200	500	150	50	2000	6200
6205	Th¥n Hùng Miêu Biªn D¸	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12390	17900	11020	11020	12390	12550	13800	14430	16310	18820	100	200	500	150	50	2000	6200
6206	Th¥n Hùng Miêu Biªn D¸	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	12890	18620	11460	11460	12890	12550	13800	14430	16310	18820	100	200	500	150	50	2000	6200
6209	Th¥n Hùng Miêu Bäo Bäo	620	75	9	0	1	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9910	14320	8810	8810	9910	12550	13800	14430	16310	18820	100	200	500	150	50	2000	6200
6210	Bàng Giäi Trß·ng Thành	621	5	9	0	0	10	10	684	200000	-1	-1	726	900000	661	250000	702	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	12190	10310	6560	8440	6560	8460	9300	9720	10990	12690	50	500	100	150	200	2000	6210
6211	Bàng Giäi Biªn D¸	621	5	9	1	0	10	10	684	200000	-1	-1	726	900000	661	250000	702	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	14020	11860	7550	9700	7550	8460	9300	9720	10990	12690	50	500	100	150	200	2000	6210
6212	Bàng Giäi Biªn D¸	621	5	9	1	0	10	10	684	200000	-1	-1	726	900000	661	250000	702	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	15850	13410	8530	10970	8530	8460	9300	9720	10990	12690	50	500	100	150	200	2000	6210
6219	Bàng Giäi Bäo Bäo	621	5	9	0	1	10	10	684	200000	-1	-1	726	900000	661	250000	702	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	12190	10310	6560	8440	6560	8460	9300	9720	10990	12690	50	500	100	150	200	2000	6210
6220	Thanh Giäi Trß·ng Thành	622	45	9	0	0	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	12720	10760	6850	8810	6850	9480	10420	10900	12320	14220	50	500	100	150	200	2000	6220
6221	Thanh Giäi Biªn D¸	622	45	9	1	0	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	13990	11840	7530	9690	7530	9480	10420	10900	12320	14220	50	500	100	150	200	2000	6220
6222	Thanh Giäi Biªn D¸	622	45	9	1	0	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	15270	12920	8220	10570	8220	9480	10420	10900	12320	14220	50	500	100	150	200	2000	6220
6223	Thanh Giäi Biªn D¸	622	45	9	1	0	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	16540	13990	8900	11450	8900	9480	10420	10900	12320	14220	50	500	100	150	200	2000	6220
6229	Thanh Giäi Bäo Bäo	622	45	9	0	1	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	12720	10760	6850	8810	6850	9480	10420	10900	12320	14220	50	500	100	150	200	2000	6220
6230	ÐÕi Áp Giäi Trß·ng Thành	623	55	9	0	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	13260	11220	7140	9180	7140	10510	11560	12080	13660	15760	50	500	100	150	200	2000	6230
6231	ÐÕi Áp Giäi Biªn D¸	623	55	9	1	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	14250	12060	7670	9860	7670	10510	11560	12080	13660	15760	50	500	100	150	200	2000	6230
6232	ÐÕi Áp Giäi Biªn D¸	623	55	9	1	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	15240	12900	8210	10550	8210	10510	11560	12080	13660	15760	50	500	100	150	200	2000	6230
6233	ÐÕi Áp Giäi Biªn D¸	623	55	9	1	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	16240	13740	8740	11240	8740	10510	11560	12080	13660	15760	50	500	100	150	200	2000	6230
6234	ÐÕi Áp Giäi Biªn D¸	623	55	9	1	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	17230	14580	9280	11930	9280	10510	11560	12080	13660	15760	50	500	100	150	200	2000	6230
6239	ÐÕi Áp Giäi Bäo Bäo	623	55	9	0	1	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	13260	11220	7140	9180	7140	10510	11560	12080	13660	15760	50	500	100	150	200	2000	6230
6240	Tri«u Hành Giäi Trß·ng thành	624	65	9	0	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	13790	11670	7420	9540	7420	11530	12680	13250	14980	17290	50	500	100	150	200	2000	6240
6241	Tri«u Hành Giäi Biªn D¸	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	14620	12370	7870	10120	7870	11530	12680	13250	14980	17290	50	500	100	150	200	2000	6240
6242	Tri«u Hành Giäi Biªn D¸	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	15440	13070	8310	10690	8310	11530	12680	13250	14980	17290	50	500	100	150	200	2000	6240
6243	Tri«u Hành Giäi Biªn D¸	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	16270	13770	8760	11260	8760	11530	12680	13250	14980	17290	50	500	100	150	200	2000	6240
6244	Tri«u Hành Giäi Biªn D¸	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	17100	14470	9200	11840	9200	11530	12680	13250	14980	17290	50	500	100	150	200	2000	6240
6245	Tri«u Hành Giäi Biªn D¸	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	17930	15170	9650	12410	9650	11530	12680	13250	14980	17290	50	500	100	150	200	2000	6240
6249	Tri«u Hành Giäi Bäo Bäo	624	65	9	0	1	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	13790	11670	7420	9540	7420	11530	12680	13250	14980	17290	50	500	100	150	200	2000	6240
6250	Nhung Ngao Giäi Trß·ng Thành	625	75	9	0	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	14320	12120	7710	9910	7710	12550	13800	14430	16310	18820	50	500	100	150	200	2000	6250
6251	Nhung Ngao Giäi Biªn D¸	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	15040	12720	8090	10410	8090	12550	13800	14430	16310	18820	50	500	100	150	200	2000	6250
6252	Nhung Ngao Giäi Biªn D¸	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	15750	13330	8480	10900	8480	12550	13800	14430	16310	18820	50	500	100	150	200	2000	6250
6253	Nhung Ngao Giäi Biªn D¸	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	16470	13940	8870	11400	8870	12550	13800	14430	16310	18820	50	500	100	150	200	2000	6250
6254	Nhung Ngao Giäi Biªn D¸	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	17190	14540	9250	11900	9250	12550	13800	14430	16310	18820	50	500	100	150	200	2000	6250
6255	Nhung Ngao Giäi Biªn D¸	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	17900	15150	9640	12390	9640	12550	13800	14430	16310	18820	50	500	100	150	200	2000	6250
6256	Nhung Ngao Giäi Biªn D¸	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	18620	15750	10020	12890	10020	12550	13800	14430	16310	18820	50	500	100	150	200	2000	6250
6259	Nhung Ngao Giäi Bäo Bäo	625	75	9	0	1	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	14320	12120	7710	9910	7710	12550	13800	14430	16310	18820	50	500	100	150	200	2000	6250
6260	Ph¤n Ði®p Trß·ng Thành	626	5	9	0	0	100	10	700	200000	-1	-1	704	900000	712	400000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	6560	7500	12190	7500	10310	8460	9300	9720	10990	12690	500	200	150	100	50	2000	6260
6261	Ph¤n Ði®p Biªn D¸	626	5	9	1	0	100	10	700	200000	-1	-1	704	900000	712	400000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	7550	8620	14020	8620	11860	8460	9300	9720	10990	12690	500	200	150	100	50	2000	6260
6262	Ph¤n Ði®p Biªn D¸	626	5	9	1	0	100	10	700	200000	-1	-1	704	900000	712	400000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	8530	9750	15850	9750	13410	8460	9300	9720	10990	12690	500	200	150	100	50	2000	6260
6269	Ph¤n Ði®p Bäo Bäo	626	5	9	0	1	100	10	700	200000	-1	-1	704	900000	712	400000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	6560	7500	12190	7500	10310	8460	9300	9720	10990	12690	500	200	150	100	50	2000	6260
6270	Ban Ði®p Trß·ng Thành	627	45	9	0	0	100	10	700	250000	-1	-1	704	900000	712	450000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	6850	7830	12720	7830	10760	9480	10420	10900	12320	14220	500	200	150	100	50	2000	6270
6271	Ban Ði®p Biªn D¸	627	45	9	1	0	100	10	700	250000	-1	-1	704	900000	712	450000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	7530	8610	13990	8610	11840	9480	10420	10900	12320	14220	500	200	150	100	50	2000	6270
6272	Ban Ði®p Biªn D¸	627	45	9	1	0	100	10	700	250000	-1	-1	704	900000	712	450000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	8220	9390	15270	9390	12920	9480	10420	10900	12320	14220	500	200	150	100	50	2000	6270
6273	Ban Ði®p Biªn D¸	627	45	9	1	0	100	10	700	250000	-1	-1	704	900000	712	450000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	8900	10180	16540	10180	13990	9480	10420	10900	12320	14220	500	200	150	100	50	2000	6270
6279	Ban Ði®p Bäo Bäo	627	45	9	0	1	100	10	700	250000	-1	-1	704	900000	712	450000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	6850	7830	12720	7830	10760	9480	10420	10900	12320	14220	500	200	150	100	50	2000	6270
6280	Quyên Ði®p Trß·ng Thành	628	55	9	0	0	100	10	700	300000	-1	-1	704	900000	712	500000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	7140	8160	13260	8160	11220	10510	11560	12080	13660	15760	500	200	150	100	50	2000	6280
6281	Quyên Ði®p Biªn D¸	628	55	9	1	0	100	10	700	300000	-1	-1	704	900000	712	500000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	7670	8770	14250	8770	12060	10510	11560	12080	13660	15760	500	200	150	100	50	2000	6280
6282	Quyên Ði®p Biªn D¸	628	55	9	1	0	100	10	700	300000	-1	-1	704	900000	712	500000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	8210	9380	15240	9380	12900	10510	11560	12080	13660	15760	500	200	150	100	50	2000	6280
6283	Quyên Ði®p Biªn D¸	628	55	9	1	0	100	10	700	300000	-1	-1	704	900000	712	500000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	8740	9990	16240	9990	13740	10510	11560	12080	13660	15760	500	200	150	100	50	2000	6280
6284	Quyên Ði®p Biªn D¸	628	55	9	1	0	100	10	700	300000	-1	-1	704	900000	712	500000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	9280	10600	17230	10600	14580	10510	11560	12080	13660	15760	500	200	150	100	50	2000	6280
6289	Quyên Ði®p Bäo Bäo	628	55	9	0	1	100	10	700	300000	-1	-1	704	900000	712	500000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	7140	8160	13260	8160	11220	10510	11560	12080	13660	15760	500	200	150	100	50	2000	6280
6290	Hoàn Ði®p Trß·ng Thành	629	65	9	0	0	100	10	700	350000	-1	-1	704	900000	712	550000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7420	8480	13790	8480	11670	11530	12680	13250	14980	17290	500	200	150	100	50	2000	6290
6291	Hoàn Ði®p Biªn D¸	629	65	9	1	0	100	10	700	350000	-1	-1	704	900000	712	550000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7870	8990	14620	8990	12370	11530	12680	13250	14980	17290	500	200	150	100	50	2000	6290
6292	Hoàn Ði®p Biªn D¸	629	65	9	1	0	100	10	700	350000	-1	-1	704	900000	712	550000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	8310	9500	15440	9500	13070	11530	12680	13250	14980	17290	500	200	150	100	50	2000	6290
6293	Hoàn Ði®p Biªn D¸	629	65	9	1	0	100	10	700	350000	-1	-1	704	900000	712	550000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	8760	10010	16270	10010	13770	11530	12680	13250	14980	17290	500	200	150	100	50	2000	6290
6294	Hoàn Ði®p Biªn D¸	629	65	9	1	0	100	10	700	350000	-1	-1	704	900000	712	550000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9200	10520	17100	10520	14470	11530	12680	13250	14980	17290	500	200	150	100	50	2000	6290
6295	Hoàn Ði®p Biªn D¸	629	65	9	1	0	100	10	700	350000	-1	-1	704	900000	712	550000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9650	11030	17930	11030	15170	11530	12680	13250	14980	17290	500	200	150	100	50	2000	6290
6299	Hoàn Ði®p Bäo Bäo	629	65	9	0	1	100	10	700	350000	-1	-1	704	900000	712	550000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	7420	8480	13790	8480	11670	11530	12680	13250	14980	17290	500	200	150	100	50	2000	6290
6300	Vî Ði®p Trß·ng Thành	630	75	9	0	0	100	10	700	400000	-1	-1	704	900000	712	600000	660	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	7710	8810	14320	8810	12120	12550	13800	14430	16310	18820	500	200	150	100	50	2000	6300
6301	Vî Ði®p Biªn D¸	630	75	9	1	0	100	10	700	400000	-1	-1	704	900000	712	600000	660	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	8090	9250	15040	9250	12720	12550	13800	14430	16310	18820	500	200	150	100	50	2000	6300
6302	Vî Ði®p Biªn D¸	630	75	9	1	0	100	10	700	400000	-1	-1	704	900000	712	600000	660	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	8480	9690	15750	9690	13330	12550	13800	14430	16310	18820	500	200	150	100	50	2000	6300
6303	Vî Ði®p Biªn D¸	630	75	9	1	0	100	10	700	400000	-1	-1	704	900000	712	600000	660	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	8870	10130	16470	10130	13940	12550	13800	14430	16310	18820	500	200	150	100	50	2000	6300
6304	Vî Ði®p Biªn D¸	630	75	9	1	0	100	10	700	400000	-1	-1	704	900000	712	600000	660	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9250	10570	17190	10570	14540	12550	13800	14430	16310	18820	500	200	150	100	50	2000	6300
6305	Vî Ði®p Biªn D¸	630	75	9	1	0	100	10	700	400000	-1	-1	704	900000	712	600000	660	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9640	11020	17900	11020	15150	12550	13800	14430	16310	18820	500	200	150	100	50	2000	6300
6306	Vî Ði®p Biªn D¸	630	75	9	1	0	100	10	700	400000	-1	-1	704	900000	712	600000	660	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	10020	11460	18620	11460	15750	12550	13800	14430	16310	18820	500	200	150	100	50	2000	6300
6309	Vî Ði®p Bäo Bäo	630	75	9	0	1	100	10	700	400000	-1	-1	704	900000	712	600000	660	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	7710	8810	14320	8810	12120	12550	13800	14430	16310	18820	500	200	150	100	50	2000	6300
6310	Oa Ngßu Trß·ng Thành	631	5	9	0	0	100	10	684	900000	-1	-1	656	400000	728	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	8440	12190	7500	7500	8440	8460	9300	9720	10990	12690	200	500	150	100	50	2000	6310
6311	Oa Ngßu Biªn D¸	631	5	9	1	0	100	10	684	900000	-1	-1	656	400000	728	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	9700	14020	8620	8620	9700	8460	9300	9720	10990	12690	200	500	150	100	50	2000	6310
6312	Oa Ngßu Biªn D¸	631	5	9	1	0	100	10	684	900000	-1	-1	656	400000	728	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	10970	15850	9750	9750	10970	8460	9300	9720	10990	12690	200	500	150	100	50	2000	6310
6319	Oa Ngßu Bäo Bäo	631	5	9	0	1	100	10	684	900000	-1	-1	656	400000	728	250000	716	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	8440	12190	7500	7500	8440	8460	9300	9720	10990	12690	200	500	150	100	50	2000	6310
6320	Tráng Oa Ngßu Trß·ng Thành	632	45	9	0	0	100	10	684	900000	-1	-1	656	450000	728	300000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	8810	12720	7830	7830	8810	9480	10420	10900	12320	14220	200	500	150	100	50	2000	6320
6321	Tráng Oa Ngßu Biªn D¸	632	45	9	1	0	100	10	684	900000	-1	-1	656	450000	728	300000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	9690	13990	8610	8610	9690	9480	10420	10900	12320	14220	200	500	150	100	50	2000	6320
6322	Tráng Oa Ngßu Biªn D¸	632	45	9	1	0	100	10	684	900000	-1	-1	656	450000	728	300000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	10570	15270	9390	9390	10570	9480	10420	10900	12320	14220	200	500	150	100	50	2000	6320
6323	Tráng Oa Ngßu Biªn D¸	632	45	9	1	0	100	10	684	900000	-1	-1	656	450000	728	300000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	11450	16540	10180	10180	11450	9480	10420	10900	12320	14220	200	500	150	100	50	2000	6320
6329	Tráng Oa Ngßu Bäo Bäo	632	45	9	0	1	100	10	684	900000	-1	-1	656	450000	728	300000	716	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	8810	12720	7830	7830	8810	9480	10420	10900	12320	14220	200	500	150	100	50	2000	6320
6330	Trân Oa Ngßu Trß·ng Thành	633	55	9	0	0	100	10	684	900000	-1	-1	656	500000	728	350000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	9180	13260	8160	8160	9180	10510	11560	12080	13660	15760	200	500	150	100	50	2000	6330
6331	Trân Oa Ngßu Biªn D¸	633	55	9	1	0	100	10	684	900000	-1	-1	656	500000	728	350000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	9860	14250	8770	8770	9860	10510	11560	12080	13660	15760	200	500	150	100	50	2000	6330
6332	Trân Oa Ngßu Biªn D¸	633	55	9	1	0	100	10	684	900000	-1	-1	656	500000	728	350000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	10550	15240	9380	9380	10550	10510	11560	12080	13660	15760	200	500	150	100	50	2000	6330
6333	Trân Oa Ngßu Biªn D¸	633	55	9	1	0	100	10	684	900000	-1	-1	656	500000	728	350000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	11240	16240	9990	9990	11240	10510	11560	12080	13660	15760	200	500	150	100	50	2000	6330
6334	Trân Oa Ngßu Biªn D¸	633	55	9	1	0	100	10	684	900000	-1	-1	656	500000	728	350000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	11930	17230	10600	10600	11930	10510	11560	12080	13660	15760	200	500	150	100	50	2000	6330
6339	Trân Oa Ngßu Bäo Bäo	633	55	9	0	1	100	10	684	900000	-1	-1	656	500000	728	350000	716	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	9180	13260	8160	8160	9180	10510	11560	12080	13660	15760	200	500	150	100	50	2000	6330
6340	Siêu Oa Ngßu Trß·ng Thành	634	65	9	0	0	100	10	684	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9540	13790	8480	8480	9540	11530	12680	13250	14980	17290	200	500	150	100	50	2000	6340
6341	Siêu Oa Ngßu Biªn D¸	634	65	9	1	0	100	10	684	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10120	14620	8990	8990	10120	11530	12680	13250	14980	17290	200	500	150	100	50	2000	6340
6342	Siêu Oa Ngßu Biªn D¸	634	65	9	1	0	100	10	684	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	10690	15440	9500	9500	10690	11530	12680	13250	14980	17290	200	500	150	100	50	2000	6340
6343	Siêu Oa Ngßu Biªn D¸	634	65	9	1	0	100	10	684	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11260	16270	10010	10010	11260	11530	12680	13250	14980	17290	200	500	150	100	50	2000	6340
6344	Siêu Oa Ngßu Biªn D¸	634	65	9	1	0	100	10	684	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	11840	17100	10520	10520	11840	11530	12680	13250	14980	17290	200	500	150	100	50	2000	6340
6345	Siêu Oa Ngßu Biªn D¸	634	65	9	1	0	100	10	684	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	12410	17930	11030	11030	12410	11530	12680	13250	14980	17290	200	500	150	100	50	2000	6340
6349	Siêu Oa Ngßu Bäo Bäo	634	65	9	0	1	100	10	684	900000	-1	-1	656	550000	728	400000	716	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	9540	13790	8480	8480	9540	11530	12680	13250	14980	17290	200	500	150	100	50	2000	6340
6350	Th¥n Oa Ngßu Trß·ng Thành	635	75	9	0	0	100	10	684	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	9910	14320	8810	8810	9910	12550	13800	14430	16310	18820	200	500	150	100	50	2000	6350
6351	Th¥n Oa Ngßu Biªn D¸	635	75	9	1	0	100	10	684	900000	-1	-1	656	600000	728	450000	716	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	10410	15040	9250	9250	10410	12550	13800	14430	16310	18820	200	500	150	100	50	2000	6350
