INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10201011	1	2	1	11	0	366	1	-1	-1	Tam c± bôn lôi xoa	10	LßÞi xoa có 3 ð¥u, là vû khí giªt ngß¶i lþi hÕi trên chiªn trß¶ng.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_2	Ç¹°ôÀà	2015	2002	0
10201012	1	2	1	12	0	371	1	-1	-1	Tinh cß½ng lÕp h± xoa	20	Là loÕi xoa ðßþc rèn b¢ng loÕi thép t¯t, có màu ðen bóng, th¤y rõ lßÞi xoa, thþ sån thß¶ng dùng ð¬ vây b¡t h±.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_7	Ç¹°ôÀà	2025	2002	0
10201013	1	2	1	13	0	374	1	-1	-1	Thanh ng÷c ð¢ng long thß½ng	30	Thân ðao gi¯ng nhß r°ng giß½ng cánh bay lßþn, lßÞi thß½ng nhß huy«n bång, có sÑc mÕnh công phá t¤t cä.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_10	Ç¹°ôÀà	2017	2002	0
10201014	1	2	1	14	0	379	1	-1	-1	Tam c± li®t di®m xoa	40	Là mµt trong 18 pháp khí mà khi hoà thßþng vân du thß¶ng mang theo ngß¶i, có th¬ ðu±i r¡n ch¤n tích hoá duyên, cûng có th¬ bäo v® ch¯ng lÕi ma quÖ.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear1_15	Ç¹°ôÀà	2018	2002	0
10201015	1	2	1	15	0	382	1	-1	-1	H± vî tÕm kim thß½ng	50	Ðßþc luy®n t× thép th¥n trong núi, ðao thß½ng sáng nhß ði®n, chém s¡t nhß bùn.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear2_2	Ç¹°ôÀà	2019	2002	0
10201016	1	2	1	16	0	388	1	-1	-1	Ngû ðµc th¤u c¯t thß½ng	60	Ph¥n thân thß½ng r²ng, lßÞi thß½ng có các hoa vån kÏ quái, bên trong chÑa ðµc hü c¯t, ph¥n tâm th¸ c¯t.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear2_8	Ç¹°ôÀà	2026	2002	0
10201017	1	2	1	17	0	393	1	-1	-1	BÕo Võ Di®t h°n thß½ng	70	Là binh khí cüa Tu La vß½ng, là mµt trong Bát bµ vß½ng, ð°n r¢ng vçn gi¤u trong ngß¶i cüa Tu La vß½ng, ð¥u thß½ng có hình thoi, mang h°i câu, có th¬ công phá t¤t cä.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear2_13	Ç¹°ôÀà	2027	2002	0
10201018	1	2	1	18	0	398	1	-1	-1	Xiªt tinh xuyên thiên	80	Là binh khí t× th¶i thßþng c± truy«n lÕi, ôn hoà nhß ng÷c nhßng lÕi cÑng không gì so sánh n±i, nghe nói trong thß½ng còn ¦n giæ th¥n công càn khôn, nhßng vçn chßa ðßþc ngß¶i ð¶i hi¬u rõ.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_2	Ç¹°ôÀà	2028	2002	0
10201019	1	2	1	19	0	402	1	-1	-1	ÐoÕn trß¶ng	90	S½n gian c± ¦n giang h° kiªn, tØ quy nh¤t minh nhân ðoÕn trß¶ng.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_6	Ç¹°ôÀà	2029	2002	0
10201020	1	2	1	20	0	407	1	-1	-1	V¸ ß½ng	100	Chiªn tranh sáu nß¾c tan thành gì? Bäo khí Hàm Dß½ng còn chiªu r÷i chßa dÑt.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Spear3_11	Ç¹°ôÀà	2030	2002	0
10202001	1	2	2	1	0	458	1	-1	-1	Xích ð°ng ðao	10	Ðßþc ðúc b¢ng loÕi ð°ng ðö ph± thông, ðßþc dùng ð¬ phòng thân khi hành t¦u giang h°.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_2	µ¥¶ÌÀà	2031	2002	0
10202002	1	2	2	2	0	462	1	-1	-1	Thanh phong kiªm	20	Kiªm này ðßþc luy®n t× thép tinh chª, mûi kiªm s¡c nh÷n, thân kiªm dài mänh phát ánh xanh lÕnh l¨o, sát khí hi®n rõ.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_8	µ¥¶ÌÀà	2032	2002	0
10202003	1	2	2	3	0	463	1	-1	-1	Thiên Lang kiªm	30	Thân kiªm hình c± xßa, truy«n là th¥n khí cüa tµc Thiên Lang, bên trong ¦n chÑa bí kíp, l¤y ðßþc bí kíp ðó thì có th¬ th¯ng nh¤t bµ tµc Thiên Lang.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_9	µ¥¶ÌÀà	2033	2002	0
10202004	1	2	2	4	0	469	1	-1	-1	Vi®t Vß½ng ðao	40	Tß½ng truy«n là ðao cüa Vi®t Vß½ng Câu Ti­n, ðßþc chª tÕo r¤t tinh xäo, hoa mÛ không gì sánh k¸p, lßÞi ðao s¡c bén, có th¬ chém ng÷c nát vàng.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_15	µ¥¶ÌÀà	2034	2002	0
10202005	1	2	2	5	0	475	1	-1	-1	Tùng vån c± ð¸nh ðao	50	Hình dáng ðao r¤t kÏ lÕ, lµ ra mûi nh÷n trong ðÕi khí, huy«n di®u vô song.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_5	µ¥¶ÌÀà	2035	2002	0
10202006	1	2	2	6	0	476	1	-1	-1	Tài kim kiªm	60	Là danh kiªm th¶i c± ðÕi, thân kiªm dày n£ng, nhßng lÕi s¡c nh÷n không gì sánh k¸p, khi rút khöi bao kiªm thì nghe nhß tiªng s¤m r«n, nh§t nguy®t không còn ánh sáng.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_6	µ¥¶ÌÀà	2036	2002	0
10202007	1	2	2	7	0	481	1	-1	-1	Du long kiªm	70	Kiªm chßa rút khöi vö, h°ng quang ðã toä ra t× vö kiªm, rút khöi vö mµt t¤c thì khí kiªm xuyên mây, gi¯ng nhß kinh thiên du long.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_11	µ¥¶ÌÀà	2037	2002	0
10202008	1	2	2	8	0	485	1	-1	-1	TØ ði®n thanh sß½ng	80	Dùng huy«n thiªt vÕn niên tinh luy®n trong bÕch thán minh hoä 100 ngày mà thành, là th¥n khí hiªm th¤y trong thiên hÕ.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_15	µ¥¶ÌÀà	2038	2002	0
10202009	1	2	2	9	0	490	1	-1	-1	M£c c¥u	90	Ðao này là ðao thành tín thanh cao, xét v« ðao kiªm, gi¯ng nhß lên núi cao mà nhìn xu¯ng vñc thÆm, lúc ¦n lúc hi®n nhß có con r°ng l¾n n¢m.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_4	µ¥¶ÌÀà	2039	2002	0
10202010	1	2	2	10	0	495	1	-1	-1	TrÕm lß	100	Âu dã nh¤t khÑ c½ xuân thu, trÕm lß chi kiªm di®c du du	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_9	µ¥¶ÌÀà	2040	2002	0
10202011	1	2	2	11	0	458	1	-1	-1	Thanh ð°ng ðao	10	Ðßþc ðúc b¢ng loÕi ð°ng xanh ph± thông, ðßþc dùng ð¬ phòng thân khi hành t¦u giang h°.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_2	µ¥¶ÌÀà	2031	2002	0
10202012	1	2	2	12	0	462	1	-1	-1	Khi xß½ng kiªm	20	Kiªm khí siêu nhiên, thân kiªm nhß có bång tuyªt bäo hµ, tß½ng ð¯i s¡c nh÷n, sát khí hi®n rõ.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_8	µ¥¶ÌÀà	2032	2002	0
10202013	1	2	2	13	0	463	1	-1	-1	Phá quân kiªm	30	Thân kiªm c± xßa, tß½ng truy«n là kiªm ðeo cüa l¾p cao thü không phäi là kiªm khách tråm nåm trß¾c, bên trong ¦n chÑa bí kíp võ lâm, l¤y ðßþc bí kíp ðó có th¬ phá ngàn quân.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword1_9	µ¥¶ÌÀà	2033	2002	0
10202014	1	2	2	14	0	471	1	-1	-1	Ngô câu kiªm	40	Tß½ng truy«n kiªm này là do Ngô Vß½ng Phù Sai l®nh cho thþ giöi rèn trong 5 nåm mà thành, thân kiªm hoa mÛ, mang h°i câu, khát máu vô ðÕo.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_1	µ¥¶ÌÀà	2041	2002	0
10202015	1	2	2	15	0	475	1	-1	-1	Bª nguy®t tu quang kiªm	50	Là bäo kiªm ðßþc trang trí b¢ng bäy viên ng÷c trai màu, chín viên ng÷c thÕch, lßÞi kiªm nhß sß½ng tuyªt, nghe nói khi kiªm rút khöi bao thì ánh sáng m£t trång cûng phäi x¤u h±.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_5	µ¥¶ÌÀà	2035	2002	0
10202016	1	2	2	16	0	477	1	-1	-1	ÐoÕn ng÷c kiªm	60	Danh kiªm c± ðÕi, kiªm này chÕm vào v§t không phát ra âm thanh, có th¬ chém nát ng÷c tan vàng.	3850	18480	187	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_7	µ¥¶ÌÀà	2042	2002	0
10202017	1	2	2	17	0	481	1	-1	-1	Thiên bµc kiªm	70	Hình thù kiªm kÏ quái, tß½ng truy«n là nåm ðó Thiên C½ lão nhân l¤y ðßþc trong Thiên Bµc trên núi Tuyªt S½n, träi qua sñ mài mòn hàng ngàn nåm cüa nß¾c · Thiên Bµc, kiªm có th¬ chém ðÑt chiªc lông ðang bay, tuy®t thª nhân gian.	5570	26736	200	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_11	µ¥¶ÌÀà	2037	2002	0
10202018	1	2	2	18	0	481	1	-1	-1	Xích tiêu bÕch ðª	80	Là loÕi th¥n khí, sÑc mÕnh có th¬ phá tr¶i, ngß¶i không có c½ duyên thì không th¬ có ðßþc.	7450	35760	212	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword2_16	µ¥¶ÌÀà	2043	2002	0
10202019	1	2	2	19	0	492	1	-1	-1	Rao	90	Kiªm dài 3 thß¾c 6 t¤c, quan sát dß¾i ánh m£t tr¶i mûi kiªm gi¯ng nhß dòng nß¾c trong su¯t, Khi vung kiªm thì thân kiªm nhß ðoá sen n·, ðÑng im thì dß¶ng nhß thiên long vào cõi tiên.	9950	47760	225	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_6	µ¥¶ÌÀà	2044	2002	0
10202020	1	2	2	20	0	496	1	-1	-1	Long uyên	100	Hñu kiªn long uyên xung B¡c Ð¦u, giang h° kÖ ðµ hñu phân tranh.	16000	76800	237	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	Sword3_10	µ¥¶ÌÀà	2045	2002	0
10203001	1	2	3	1	0	591	1	-1	-1	Tú nhung song ðao	10	Song kiªm cùng màu s¡c, luy®n t× s¡t tinh chª mà thành, thích hþp cho ngß¶i m¾i vào giang h° sØ døng.	180	864	125	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_2	Ë«¶ÌÀà	2046	2002	0
10203002	1	2	3	2	0	596	1	-1	-1	BÕch h± song kiªm	20	Thân kiªm nhö h©p, tß½ng truy«n kiªm có cái th¥n cüa bÕch h±, uy lñc r¤t l¾n.	540	2592	137	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_7	Ë«¶ÌÀà	2047	2002	0
10203003	1	2	3	3	0	600	1	-1	-1	Nh§t nguy®t song kiªm	30	Mµt mình m£t trång không th¬ sinh ra, riêng mình m£t tr¶i không th¬ giöi, m£t trång m£t tr¶i cùng tu luy®n, song kiªm m¾i hþp bích.	1150	5520	150	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_11	Ë«¶ÌÀà	2048	2002	0
10203004	1	2	3	4	0	604	1	-1	-1	Phân thuÖ Nga My thích	40	Nhö nh¡n, nh©, thu§n ti®n ð¬ mang theo ngß¶i, là vû khí n±i tiªng cüa næ phi t£c n±i danh NhÕn Vô Song.	1780	8544	162	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands1_15	Ë«¶ÌÀà	2049	2002	0
10203005	1	2	3	5	0	608	1	-1	-1	Long phøng song kiªm	50	Song kiªm nam næ, thân kiªm có kh¡c hoa vån long phßþng c± xßa, tua cùng màu. Hai kiªm cäm Ñng lçn nhau, long kiªm xu¤t, phßþng kiªm theo.	2700	12960	175	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	BothHands2_3	Ë«¶ÌÀà	2050	2002	0
